id|name|age|country|value
24977|Christoph Baumgartner|24|Austria|€24.00m
8220|David Olatukunbo Alaba|31|Austria|€40.00m
8506|Konrad Laimer|26|Austria|€28.00m
8779|Stefan Lainer|31|Austria|€3.00m
8769|Xaver Schlager|26|Austria|€28.00m
8307|Martin Hinteregger|31|Austria|-
7119|Francesco Acerbi|35|Italy|€4.00m
8286|Leonardo Spinazzola|30|Italy|€10.00m
11281|Alessandro Schöpf|29|Austria|€1.80m
18762|Sasa Kalajdzic|26|Austria|€12.00m
8309|Michael Gregoritsch|29|Austria|€8.00m
9086|Louis Schaub|28|Austria|€1.00m
6993|Bryan Cristante|28|Italy|€20.00m
9164|Christopher Trimmel|36|Austria|€800k
8513|Stefan Ilsanker|34|Austria|€300k
9466|Che Adams|27|Scotland|€18.00m
10540|Kieran Tierney|26|Scotland|€25.00m
29571|Lyndon Dykes|28|Scotland|€2.50m
3620|Scott McTominay|27|Scotland|€25.00m
9974|John McGinn|29|Scotland|€27.00m
9481|Grant Campbell Hanley|32|Scotland|€1.50m
10534|Callum McGregor|30|Scotland|€9.00m
9645|David Marshall|38|Scotland|€100k
9550|Reece James|24|England|€55.00m
31067|Billy Gilmour|22|Scotland|€18.00m
10285|Stuart Armstrong|31|Scotland|€3.00m
43563|Kevin Nisbet|26|Scotland|€2.50m
23649|Roman Yaremchuk|28|Ukraine|€4.00m
11000|Taras Stepanenko|34|Ukraine|€3.00m
18617|Mykola Matviyenko|27|Ukraine|€20.00m
18618|Serhiy Kryvtsov|32|Ukraine|€2.00m
39136|Illia Zabarnyi|21|Ukraine|€20.00m
22818|Dejan Kulusevski|23|Sweden|€50.00m
21294|Mykola Shaparenko|25|Ukraine|€6.00m
3575|Oleksandr Zinchenko|27|Ukraine|€42.00m
8830|Andriy Yarmolenko|34|Ukraine|€2.00m
16514|Serhii Sydorchuk|32|Ukraine|€2.50m
31900|Oleksandr Karavaev|31|Ukraine|€2.00m
16557|Ruslan Malinovskiy|30|Ukraine|€10.00m
18881|Artem Besedin|27|Ukraine|€1.00m
16509|Viktor Tsygankov|26|Ukraine|€22.00m
7966|Filip Helander|30|Sweden|€2.00m
25079|Artem Dovbyk|26|Ukraine|€15.00m
23725|Roman Bezus|33|Ukraine|€700k
10327|Rafael Alexandre Fernandes Ferreira da Silva|30|-|€0
8525|Marcel Halstenberg|32|Germany|€2.50m
16502|László Kleinheisler|29|Hungary|€1.80m
46376|Attila Szalai|25|Hungary|€10.00m
10794|Gergő Lovrencsics|35|Hungary|€150k
19316|Roland Sallai|26|Hungary|€12.00m
8407|Ádám Szalai|36|Hungary|-
42822|András Schäfer|24|Hungary|€4.00m
8524|Péter Gulácsi|33|Hungary|€3.50m
31887|Endre Botka|29|Hungary|€1.00m
11268|Attila Fiola|33|Hungary|€500k
7162|Ádám Nagy|28|Hungary|€1.20m
8509|Willi Orban|31|Hungary|€10.00m
16741|Loïc Négo|32|Hungary|€1.00m
31890|David Siger|33|Hungary|€400k
22565|Szabolcs Schön|23|Hungary|€750k
47435|Kevin Varga|27|Hungary|€750k
32395|Roland Varga|33|Hungary|€400k
7044|Patrik Schick|27|Czech Republic|€22.00m
30328|Ondrej Celustka|34|Czech Republic|€150k
4875|Jan Bořil|32|Czech Republic|€150k
16570|Vladimír Coufal|31|Czech Republic|€9.00m
13197|Tomáš Kalas|30|Czech Republic|€900k
4870|Tomáš Souček|28|Czech Republic|€35.00m
16469|Tomáš Holeš|30|Czech Republic|€3.50m
8579|Vladimír Darida|33|Czech Republic|€1.20m
8095|Jakub Jankto|27|Czech Republic|€1.00m
16472|Lukáš Masopust|30|Czech Republic|€2.00m
28368|Luka Ivanušec|25|Croatia|€12.00m
28239|Adam Hložek|21|Czech Republic|€15.00m
23452|Alex Král|25|Czech Republic|€7.50m
23454|Petr Ševčík|29|Czech Republic|€2.00m
16037|Michael Krmenčík|30|Czech Republic|€800k
7801|Antonín Barák|29|Czech Republic|€10.00m
9397|Pavel Kadeřábek|31|Czech Republic|€3.00m
22026|Michal Sadílek|24|Czech Republic|€6.00m
20355|Tomáš Pekhart|34|Czech Republic|€400k
12423|Jadon Sancho|23|England|€32.00m
4809|Matěj Vydra|31|Czech Republic|€1.30m
12723|Nemanja Nikolić|35|Hungary|-
10349|Mehmet Zeki Çelik|26|Turkey|€8.00m
12293|Kaan Ayhan|29|Turkey|€3.70m
7039|Hakan Çalhanoğlu|29|Turkey|€40.00m
11088|Ozan Tufan|28|Turkey|€3.20m
6971|Cengiz Ünder|26|Turkey|€20.00m
11086|Burak Yılmaz|38|Turkey|-
8541|Kenan Karaman|29|Turkey|€1.50m
31042|Cengiz Umut Meraş|27|Turkey|€750k
8963|Caglar Söyüncü|27|Turkey|€15.00m
30357|Uğurcan Çakır|27|Turkey|€9.00m
23558|Merih Demiral|25|Turkey|€18.00m
29989|Yusuf Yazıcı|26|Turkey|€9.00m
10826|Mert Müldür|24|Turkey|€4.50m
27622|Jakub Brabec|31|Czech Republic|€2.00m
8777|Andreas Ulmer|38|Austria|€300k
8931|Philipp Lienhart|27|Austria|€20.00m
46915|Egzon Bejtulai|29|North Macedonia|€600k
44962|Milan Ristovski|25|North Macedonia|€450k
20037|Julian Baumgartlinger|35|Austria|-
31892|Oleksandr Zubkov|27|Ukraine|€5.00m
16811|Marlos Romero Bonfim|35|Ukraine|€400k
7890|Owen Wijndal|24|Netherlands|€7.00m
8067|Joël Veltman|31|Netherlands|€10.00m
31917|Igor Diveev|24|Russia|€7.00m
12807|Rasmus Schüller|32|Finland|€700k
24455|Paulus Arajuuri|35|Finland|€25k
15416|Jukka Raitala|35|Finland|€150k
20845|Magomed Ozdoev|31|Russia|€2.00m
18735|Dmitriy Barinov|27|Russia|€8.00m
8667|Lukáš Hrádecký|34|Finland|€2.50m
9725|Joel Pohjanpalo|29|Finland|€3.50m
9476|Teemu Pukki|33|Finland|€1.50m
16583|Georgiy Dzhikiya|30|Russia|€5.00m
21298|Matvey Safonov|24|Russia|€18.00m
24321|Robin Lod|30|Finland|€2.50m
26939|Joona Toivio|35|Finland|€50k
13215|Glen Kamara|28|Finland|€5.00m
16550|Jere Juhani Uronen|29|Finland|€1.00m
15545|Vyacheslav Karavaev|28|Russia|€5.00m
18734|Rifat Zhemaletdinov|27|Russia|€4.00m
10832|Pyry Henri Hidipo Soiri|29|Finland|€400k
28332|Lassi Lappalainen|25|Finland|€1.50m
38178|Aleksandr Sobolev|26|Russia|€8.00m
39273|Maksim Mukhin|22|Russia|€3.00m
8056|Fredrik Jensen|26|Finland|€3.50m
7015|Dennis Praet|29|Belgium|€7.00m
21261|Jonas Older Wind|24|Denmark|€25.00m
24648|Tim Sparv|36|Finland|-
12148|Marcus Forss|24|Finland|€3.50m
21442|Leo Onni Artturi Väisänen|26|Finland|€2.50m
10002|Scott McKenna|27|Scotland|€10.00m
3581|Ryan Fraser|29|Scotland|€4.00m
37338|Nathan Patterson|22|Scotland|€16.00m
7964|Karol Linetty|28|Poland|€3.50m
9622|Mateusz Andrzej Klich|33|Poland|€2.00m
4673|Kamil Jóźwiak|25|Poland|€2.50m
8737|Tymoteusz Puchacz|24|Poland|€1.50m
16041|Patrik Hrošovský|31|Slovakia|€5.00m
28044|Martin Koscelník|28|Slovakia|€600k
29480|Jakub Moder|24|Poland|€10.00m
16290|Ján Greguš|32|Slovakia|€1.20m
34588|Andrey Semenov|34|Russia|€500k
38119|Anton Shunin|36|Russia|€500k
13116|Jason Denayer|28|Belgium|€3.50m
18927|Jakub Świerczok|30|Poland|€600k
26718|Kacper Kozłowski|20|Poland|€5.00m
27691|Przemysław Płacheta|25|Poland|€1.50m
46378|Tamás Cseri|35|Hungary|€100k
41828|Nikolai Alho|30|Finland|€500k
3380|Christian Benteke Liolo|33|Belgium|€2.50m
16281|Hans Vanaken|31|Belgium|€10.00m
30739|Paweł Dawidowicz|28|Poland|€3.00m
6964|Alessandro Florenzi|32|Italy|€2.00m
8219|Admir Mehmedi|32|Switzerland|-
7480|Alessandro Bastoni|24|Italy|€60.00m
10928|Chris Gunter|34|Wales|-
25048|Giacomo Raspadori|23|Italy|€35.00m
30707|Gaetano Castrovilli|26|Italy|€8.00m
33144|Dylan Levitt|23|Wales|€800k
11280|Valentino Lazaro|27|Austria|€5.00m
11278|Karim Onisiwo|31|Austria|€2.80m
16879|Dávid Hancko|26|Slovakia|€35.00m
22212|Orkun Kökçü|22|Turkey|€35.00m
16018|Loris Benito|31|Switzerland|€500k
21271|Dorukhan Toköz|27|Turkey|€4.20m
12510|Ryan Christie|28|Scotland|€10.00m
9621|Liam Cooper|32|Scotland|€1.80m
11116|Jack Hendry|28|Scotland|€2.80m
10536|James Forrest|32|Scotland|€1.50m
46909|Stefan Spirovski|33|North Macedonia|€150k
73852|Daniel Avramovski|28|North Macedonia|€300k
46910|Kire Ristevski|33|North Macedonia|€200k
4872|Eduard Sobol|28|Ukraine|€2.50m
15291|Miraildes Maciel Mota|30|-|€0
4980|Thaysa de Moraes Rosa Moreno|30|-|€0
25560|Letícia Santos de Oliveira|30|-|€0
25555|Bárbara Micheline do Monte Barbosa|30|-|€0
15293|Cristiane Rozeira de Souza Silva|30|-|€0
25550|Sydney Schneider|27|Switzerland|-
25542|Ludmila da Silva|30|-|€0
25540|Daiane Limeira Santos Silva|30|-|€0
25487|Yuping Lin|30|-|€0
10257|Almuth Schult|30|-|€0
25486|Shanshan Liu|30|-|€0
10376|Carolin Simon|30|-|€0
25481|Peng Han|40|China|-
25479|Ruyin Tan|30|-|€0
25772|Mireya Grey|30|-|€0
25539|Lisa De Vanna|30|-|€0
25771|Sashana Campbell|30|-|€0
25765|Rikako Kobayashi|30|-|€0
25620|Annette Ngo|30|-|€0
10123|Amandine Henry|30|-|€0
25454|Seol-Bin Jung|30|-|€0
25452|Yu-Mi Kang|30|-|€0
25449|Min-Jeong Kim|30|-|€0
25448|Do-Yeon Kim|34|Korea, South|-
25444|Mi-Na Lee|30|-|€0
25443|Min-Ji Yeo|30|-|€0
10375|Nilla Fischer|30|-|€0
25690|Francisca Alejandra Lara Lara|30|-|€0
25694|María José Urrutia|30|-|€0
25688|Javiera Toro|30|-|€0
25685|Yesenia López|30|-|€0
25606|Vanesa Santana|30|-|€0
25629|Agustina Barroso Basualdo|30|-|€0
25625|Linda Ruth Bravo|30|-|€0
25570|Lee Alexander|43|Peru|-
10174|Fiona Brown|30|-|€0
25784|Anna Green|30|-|€0
10202|Virginia Torrecilla Reyes|30|-|€0
10148|Marta Torrejón Moya|30|-|€0
10158|María Victoria Losada Gómez|30|-|€0
25515|Andile Dlamini|30|South Africa|-
49081|Sascha Mölders|38|Germany|-
8396|Theodor Gebre Selassie|36|Czech Republic|-
12624|Anthony Ujah|33|Nigeria|€600k
20010|Clemens Fritz|43|Germany|-
8554|Levin Mete Öztunali|27|Germany|€900k
15370|Leon Guwara|27|The Gambia|€400k
23269|Felix Wiedwald|33|Germany|-
8762|Zlatko Junuzović|36|Austria|-
8389|Fin Bartels|36|Germany|€300k
8401|Maximilian Eggestein|27|Germany|€10.00m
8671|Branimir Hrgota|30|Sweden|€1.30m
9257|Lukas Fröde|28|Germany|€550k
20499|Martin Stranzl|43|Austria|-
12407|Maximilian Mittelstädt|26|Germany|€5.00m
33459|Alexander Baumjohann|36|Germany|-
22017|Felix Platte|27|Germany|€900k
40483|Benjamin Gorka|39|Germany|-
3221|Markus Suttner|36|Austria|-
10483|Ørjan Håskjold Nyland|33|Norway|€1.00m
13125|Iver Tobias Rørvik Fossum|27|Norway|€1.50m
9103|Lukas Hinterseer|32|Austria|€400k
49010|Valmir Sulejmani|27|Kosovo|€250k
20485|Almog Cohen|35|Israel|-
8060|Klaas-Jan Huntelaar|40|Netherlands|-
7016|Benedikt Höwedes|35|Germany|-
30312|Uilson de Souza Paula Júnior|34|Brazil|€250k
3510|Sead Kolašinac|30|Bosnia-Herzegovina|€8.00m
8517|Ralf Fährmann|35|Germany|€300k
40460|Tobias Levels|37|Germany|-
8958|Dennis Aogo|36|Germany|-
8512|Franco Matías Di Santo|34|Argentina|€250k
8508|Max Meyer|28|Germany|€3.00m
8213|Karim Bellarabi|33|Germany|€1.00m
8221|Jonathan Tah|27|Germany|€25.00m
8969|Lars Bender|34|Germany|-
8805|Christoph Kramer|32|Germany|€2.00m
8890|Christoph Moritz|33|Germany|€150k
13319|Niko Bungert|37|Germany|-
15581|Bernd Leno|31|Germany|€12.00m
9363|André Ramalho Silva|31|Brazil|€3.00m
8212|Wendell Nascimento Borges|30|Brazil|€5.00m
8222|Kevin Kampl|33|Slovenia|€3.50m
11394|Stefan Kießling|39|Germany|-
8313|Kyriakos Papadopoulos|31|Greece|€350k
400984|Serdar Taşçı|36|Germany|-
8209|Márcio Rafael Ferreira de Souza|38|Brazil|€200k
22824|Sebastian Rode|33|Germany|€1.00m
8557|Martin Harnik|36|Austria|-
23660|Sambou Yatabaré|34|Mali|€125k
11370|Matthias Zimmermann|31|Germany|€800k
26359|Santiago García|-|Uruguay|-
7594|Mart Ristl|27|Germany|€150k
23486|Anthony Modeste|35|France|€700k
8231|Yannick Gerhardt|29|Germany|€5.00m
8827|Matthias Lehmann|40|Germany|-
10281|André Schürrle|33|Germany|-
8900|Mërgim Mavraj|37|Albania|-
8516|Ronaldo Aparecido Rodrigues|41|Brazil|-
3197|Dante Bonfim da Costa Santos|30|-|€0
24919|Sebastian Jung|33|Germany|€300k
8386|Max Kruse|35|Germany|€500k
8822|Simon Zoller|32|Germany|€700k
8823|Marcel Risse|34|Germany|-
8821|Timo Horn|30|Germany|€1.20m
3545|Luiz Gustavo Dias|36|Brazil|€500k
8230|Josuha Guilavogui|33|France|€1.00m
8826|Leonardo Bittencourt|29|Germany|€2.50m
4600|Diego Orlando Benaglio|40|Switzerland|-
10790|Adelino André Vieira Freitas|30|-|€0
20200|Nicklas Bendtner|35|Denmark|-
8397|Kevin Vogt|32|Germany|€2.50m
8521|Daniel Caligiuri|35|Italy|€400k
10918|Dušan Švento|38|Slovakia|-
40463|Stefan Lex|34|Germany|-
23266|Christian Träsch|36|Germany|-
10594|Bas Dost|34|Netherlands|€750k
8235|Maximilian Arnold|29|Germany|€10.00m
8542|Felipe Trevizan Martins|36|Brazil|-
400623|Ronny Heberson Furtado de Araújo|37|Brazil|-
29245|Marvin Schulz|28|Germany|€700k
8390|Philipp Bargfrede|34|Germany|-
40479|Janek Sternberg|31|Germany|€150k
8369|Melvyn Lorenzen|29|Germany|€150k
8387|Mark Uth|32|Germany|€1.50m
8403|Nadiem Amiri|27|Germany|€4.00m
9720|Philipp Ochs|26|Germany|€250k
24117|Christoph Janker|38|Germany|-
8828|Dominique Heintz|30|Germany|€1.20m
10902|Philipp Hosiner|34|Austria|-
8825|Miloš Jojić|31|Serbia|€1.00m
9184|Marcel Hartel|27|Germany|€3.00m
34558|Sereso Geoffroy Gonzaroua Dié|39|Cote d'Ivoire|-
20665|Kevin Großkreutz|35|Germany|-
9728|Florian Klein|37|Austria|-
131141|Fynn Arkenberg|27|Germany|€100k
35033|Slobodan Rajković|34|Serbia|-
4430|Neven Subotić|35|Germany|-
12424|Roman Weidenfeller|43|Germany|-
9224|Sandro Sirigu|35|Germany|-
12320|Tony Jantschke|33|Germany|€400k
25003|Sascha Riether|40|Germany|-
16534|Roman Neustädter|35|Russia|€250k
40469|Marcel Schäfer|39|Germany|-
17313|Thomas Kraft|35|Germany|-
8829|Frederik Hillesborg Sørensen|31|Denmark|€500k
9459|Paweł Olkowski|33|Poland|€150k
23499|Jaroslav Drobný|44|Czech Republic|-
400619|Stefan Reinartz|34|Germany|-
9134|Aleksandar Ignjovski|32|Serbia|€250k
8316|Dennis Diekmeier|34|Germany|€300k
8321|Sven Schipplock|35|Germany|-
9148|Johannes Flum|36|Germany|-
9400|Daniel Tawiah Opare|33|Ghana|€250k
38172|Toni Šunjić|35|Bosnia-Herzegovina|€150k
35496|Jan Kliment|30|Czech Republic|€700k
30551|Gonzalo Alejandro Jara Reyes|38|Chile|€25k
15847|Alexander Hack|30|Germany|€2.20m
40468|Cleber Janderson Pereira Reis|33|Brazil|-
8943|Florian Niederlechner|33|Germany|€600k
42301|Maximilian Beister|33|Germany|-
9178|Felix Kroos|32|Germany|-
28976|Francisco José Rodriguez Araya|28|Switzerland|€100k
8573|Ömer Toprak|34|Turkey|€700k
20415|Sebastian Boenisch|36|Poland|-
8918|Roberto Hilbert|39|Germany|-
11398|Tobias Sippel|35|Germany|€300k
10435|Łukasz Załuska|41|Poland|-
400654|Roel Brouwers|42|Netherlands|-
21168|Marlon Frey|27|Germany|€250k
26832|Tarik Elyounoussi|35|Norway|€200k
9174|Marvin Friedrich|28|Germany|€3.50m
8240|Koen Casteels|31|Belgium|€8.00m
400622|Joel Gerezgiher|28|Germany|€125k
8320|Gian-Luca Waldschmidt|27|Germany|€3.00m
12294|Andre Hoffmann|30|Germany|€900k
24205|Nabil Bahoui|32|Sweden|€400k
22043|Ulisses Alexandre Garcia Lopes|27|Switzerland|€2.70m
51388|Assani Lukimya-Mulongoti|37|DR Congo|-
155655|Václav Kadlec|31|Czech Republic|-
23267|Paul Seguin|28|Germany|€1.50m
8670|Timothy Chandler|33|United States|€500k
9097|Sidney Sam|35|Germany|-
8402|Aron Jóhannsson|33|United States|€300k
25152|Bruno Henrique Pinto|32|Brazil|€2.50m
8239|Robin Knoche|31|Germany|€5.00m
28571|Oliver Hüsing|30|Germany|€400k
8211|Benjamin Henrichs|26|Germany|€20.00m
8210|Charles Mariano Aránguiz Sandoval|34|Chile|€2.00m
401376|Özkan Yıldırım|30|Germany|€150k
8893|David Kinsombi|28|Germany|€750k
401018|Nico Rinderknecht|26|Germany|€50k
3016|Allan Saint-Maximin|26|France|€20.00m
15146|Mike-Steven Bähre|28|Germany|€400k
20959|Maurice Multhaup|27|Germany|€400k
55966|Leandro Putaro|26|Germany|€225k
15543|Roy Beerens|35|Netherlands|-
9398|Nico Schulz|30|Germany|€800k
30847|Jiloan Hamad|33|Iraq|€300k
13370|Zoltán Stieber|35|Hungary|€200k
37264|Kazuki Nagasawa|32|Japan|€350k
9408|Jan Morávek|34|Czech Republic|€200k
352950|Florian Kohls|28|Germany|-
24428|Vladlen Yurchenko|29|Ukraine|€700k
8208|Sven Ulreich|35|Germany|€700k
23242|Tim Dierßen|27|Germany|€25k
9140|Luca-Milan Zander|28|Germany|€350k
8478|Ismail Azzaoui|25|Belgium|€500k
9262|Philip Heise|32|Germany|€500k
37972|Jens Grahl|35|Germany|€200k
8824|Marco Höger|34|Germany|€250k
9409|Daniel Ginczek|32|Germany|€500k
4683|Adam Hloušek|34|Czech Republic|€75k
25510|Nahikari García Pérez|30|-|€0
25842|Andrea Sánchez Falcón|30|-|€0
10393|Kristine Minde|30|-|€0
24373|Synne Skinnes Hansen|30|-|€0
25769|Lauren Amanda Silver|30|-|€0
25715|Anam Imo|30|-|€0
25749|Ying Li|24|China|-
25750|Yan Wang|-|China|-
10665|Mimmi Larsson|30|-|€0
25639|Virginia Gómez|30|-|€0
25464|Faith Michael|30|-|€0
25841|Wen Li|21|China|€100k
25840|Celia Jiménez Delgado|30|-|€0
26089|Maria José Alondra Rojas Pino|30|-|€0
25836|Dam-Yeong Shin|30|-|€0
25835|Eun-Mi Lee|30|-|€0
25716|So-Dam Lee|30|-|€0
25817|Claudia Soto|30|-|€0
25814|Daniela Pardo|30|-|€0
20352|Didier Yves Drogba Tébily|45|Cote d'Ivoire|-
3461|Petr Čech|41|Czech Republic|-
13014|Anatoliy Tymoshchuk|44|Ukraine|-
3956|David Luiz Moreira Marinho|36|Brazil|€500k
20018|José Bosingwa da Silva|41|Portugal|-
4628|Diego Armando Valentin Contento|33|Germany|-
8575|Salomon Armand Magloire Kalou|38|Cote d'Ivoire|€150k
20045|Ryan Bertrand|34|England|€500k
20290|Florent Malouda|43|France|-
26779|Daniel González Benítez|36|Spain|-
23315|Yohan Mollo|34|France|-
16718|Roland Conde Lamah|35|Belgium|-
26842|Rovérsio Rodrigues de Barros|39|Brazil|-
26785|Cristian Gómez García|34|Spain|-
15867|Rui Pedro da Rocha Fonte|33|Portugal|€125k
23933|Abdelaziz Barrada|34|Morocco|-
26777|Gianni Michel Eugene Zuiverloon|36|Netherlands|-
26789|Pablo Domingo Cáceres Rodríguez|38|Uruguay|-
23364|Sílvio Manuel Azevedo Ferreira Sá Pereira|36|Portugal|-
20269|Joris Mathijsen|43|Netherlands|-
26806|Sebastián Bruno Fernández Miglierina|38|Uruguay|€25k
26226|José Javier Barkero Saludes|44|Spain|-
26803|Pedro Roberto Silva Botelho|34|Brazil|-
26805|Rubén Suárez Estrada|44|Spain|-
26843|Juan Luis Gómez López|43|Spain|-
26804|Miguel Pérez Cuesta|37|Spain|-
26802|Miguel Ángel Sánchez Muñoz|48|Spain|-
26800|Mikel Labaka Zurriarain|43|Spain|-
26799|Rafael García García|37|Spain|-
23974|Roberto Antonio Correa Silva|31|Spain|€500k
26847|Aitor Núñez Martín|30|-|€0
23855|Pape Maly Diamanka|33|Senegal|€100k
26846|Diego Benito Rey|35|Spain|-
26851|Borja Gómez Pérez|35|Spain|-
26850|Franco Daniel Jara|35|Argentina|€400k
11161|Rúben Micael Freitas da Ressurreição|37|Portugal|-
7701|Franco Zuculini|33|Argentina|€50k
26837|Pablo Sebastián Valeira Álvarez|30|-|€0
16558|Alejandro Pozuelo Melero|32|Spain|€2.80m
26784|Paulo Afonso Santos Júnior|41|Brazil|-
23815|Casto Espinosa Barriga|41|Spain|-
11543|José Antonio Dorado Ramírez|41|Spain|-
26455|José Isidoro Gómez Torres|37|Spain|-
26398|Asier del Horno Cosgaya|42|Spain|-
7125|Khouma El Hadji Babacar|30|Senegal|€500k
26787|Marcos Gullón Ferrera|34|Spain|-
26786|Mario Fernández Cuesta|35|Spain|-
16268|Efraín Juárez Váldez|35|Mexico|-
26798|David Mateos Ramajo|36|Spain|€75k
26796|Pablo Edson Barrera Acosta|36|Mexico|€800k
20264|Fernando José da Silva Freitas Meira|45|Portugal|-
26809|Diego Mario Buonanotte Rende|35|Argentina|€150k
25145|Diego Ribas da Cunha|38|Brazil|-
11084|Mehmet Topal|37|Turkey|-
26791|Emir Spahić|43|Bosnia-Herzegovina|-
24068|José Luis Moreno Barroso|32|Spain|€200k
26808|Gonzalo Pablo Castellani|36|Argentina|€200k
8280|Godfred Donsah|27|Ghana|€400k
8851|Saphir Sliti Taïder|31|Algeria|€400k
30745|Daniele Gastaldello|40|Italy|-
7142|Luca Rossettini|38|Italy|-
8103|Mattia Destro|32|Italy|€1.30m
386607|Gianpaolo Bellini|43|Italy|-
6941|Jasmin Kurtič|34|Slovenia|€800k
7704|Alex Ferrari|29|Italy|€1.00m
8284|Amadou Diawara|26|Guinea|€2.20m
34565|Anthony Mounier|36|France|€100k
49439|Germán Gustavo Denis|42|Argentina|-
38237|Gabriel Alejandro Paletta|37|Italy|-
6992|Andrea Masiello|37|Italy|€400k
7174|Antonio Mirante|40|Italy|€100k
7169|Adam Masina|29|Morocco|€2.50m
35923|Carlos Emilio Carmona Tello|36|Chile|-
40426|Guglielmo Stendardo|42|Italy|-
7775|Emanuele Giaccherini|38|Italy|-
7157|Marco Sportiello|31|Italy|€1.50m
8849|Domenico Maietta|41|Italy|-
36770|Mauricio Ricardo Pinilla Ferreira|30|-|€0
45591|Franco Brienza|44|Italy|-
11729|Luca Rizzo|31|Italy|€50k
6973|Edin Džeko|37|Bosnia-Herzegovina|€4.00m
7048|Konstantinos Manolas|32|Greece|€2.50m
23241|William Vainqueur|35|France|-
6962|Radja Nainggolan|35|Belgium|€500k
7051|Daniele De Rossi|40|Italy|-
11128|Umar Sadiq Mesbah|26|Nigeria|€16.00m
40430|Giuseppe Vives|43|Italy|-
16202|Nikola Maksimović|32|Serbia|€900k
7479|Cristian Molinaro|40|Italy|-
7464|Cristian Daniel Ansaldi|37|Argentina|€400k
9940|Armando Izzo|31|Italy|€3.00m
6965|Bruno da Silva Peres|33|Brazil|€800k
7149|Marco Benassi|29|Italy|€1.20m
7148|Mattia Perin|31|Italy|€4.00m
7176|Sebastian De Maio|30|-|€0
7467|Nicolás Andrés Burdisso|42|Argentina|-
34881|Daniele Padelli|38|Italy|€200k
7474|Afriyie Acquah|31|Ghana|€300k
7702|Alessio Cerci|36|Italy|-
7475|Tomás Eduardo Rincón Hernández|35|Venezuela|€500k
7461|Luca Rigoni|39|Italy|-
12619|Josef Alexander Martínez Mencia|30|Venezuela|€4.00m
30772|Panagiotis Tachtsidis|32|Greece|€800k
3660|Davide Zappacosta|31|Italy|€7.00m
8644|Sergio Pellissier|44|Italy|-
7041|Nicola Rigoni|33|Italy|€200k
8877|Boštjan Cesar|41|Slovenia|-
7043|Roberto Inglese|32|Italy|€750k
11494|Luca Siligardi|35|Italy|€225k
386657|Giampiero Pinzi|42|Italy|-
7705|Mohamed Salim Fares|27|Algeria|€1.30m
31572|Luca Marrone|33|Italy|€200k
7045|Valter Birsa|37|Slovenia|-
20252|Luca Toni|46|Italy|-
7050|Fabrizio Cacciatore|37|Italy|-
6686|Giampaolo Pazzini|39|Italy|-
8278|Nicolás Federico Spolli|40|Argentina|-
7949|Artur Ioniţă|33|Moldova|€700k
7049|Lucas Nahuel Castro|34|Argentina|€350k
11342|Eros Pisano|36|Italy|€50k
23324|Nicolas Sebastian Frey|30|-|€0
11339|Paweł Wszołek|31|Poland|€1.20m
31488|Vangelis Moras|42|Greece|-
8274|Pierluigi Gollini|28|Italy|€4.50m
386650|Michelangelo Albertazzi|32|Italy|-
6951|Filippo Costa|28|Italy|€350k
8463|Urby Emanuelson|37|Netherlands|-
27110|Antonio Floro Flores|40|Italy|-
8421|Matteo Bianchetti|30|Italy|€800k
7457|Gregoire Defrel|32|France|€1.50m
6963|Lorenzo Pellegrini|27|Italy|€30.00m
7127|Francesco Magnanelli|39|Italy|-
7165|Rodrigo Sebastián Palacio|41|Argentina|-
7109|Matteo Politano|30|Italy|€15.00m
7118|Federico Peluso|39|Italy|-
7698|Joseph Alfred Duncan|30|Ghana|€4.00m
6969|Juan Guilherme Nunes Jesus|32|Brazil|€3.50m
10031|Marcello Gazzola|38|Italy|-
7000|Eder Citadin Martins|37|Italy|€200k
8848|Paolo Cannavaro|42|Italy|-
7132|Andrea Consigli|36|Italy|€1.00m
8093|Diego Falcinelli|32|Italy|€800k
18237|Ionuț Andrei Radu|26|Romania|€3.50m
7113|Simone Missiroli|37|Italy|-
42271|Fabio Della Giovanna|26|Italy|€100k
10030|Davide Biondini|40|Italy|-
7011|Fabio Quagliarella|40|Italy|-
387417|Mattia Cassani|40|Italy|-
7962|Andrea Ranocchia|35|Italy|-
7019|Matías Agustín Silvestre|39|Argentina|-
6987|Mauro Emanuel Icardi Rivero|30|Argentina|€20.00m
25505|José Rodolfo Pires Ribeiro|31|Brazil|€700k
8875|Ricardo Gabriel Álvarez|35|Argentina|-
36364|Dávid Ivan|28|Slovakia|€75k
7001|Samir Handanovič|39|Slovenia|-
16586|Fernando Lucas Martins|31|Brazil|€2.00m
7018|Emiliano Viviano|38|Italy|€300k
11497|Jonathan Ludovic Biabiany|35|France|€400k
40348|Assane Demoya Gnoukouri|27|Cote d'Ivoire|-
15318|Lazaros Christodoulopoulos|36|Greece|€250k
8420|Luca Cigarini|37|Italy|€300k
40333|Cristian Raimondi|42|Italy|-
6952|Alberto Grassi|28|Italy|€2.00m
7961|Leandro Castán da Silva|37|Brazil|-
27949|Juan Manuel Iturbe Arévalo|30|Paraguay|€1.00m
31231|Davide Brivio|35|Italy|-
40529|Morgan De Sanctis|46|Italy|-
40455|Giulio Migliaccio|42|Italy|-
45590|Nicolò Cherubin|37|Italy|-
7166|Riccardo Montolivo|38|Italy|-
