id|name|age|country|value
19291|Hans-Jörg Butt|49|Germany|-
9406|Holger Badstuber|34|Germany|-
19290|Hamit Altıntop|41|Turkey|-
19289|Ivica Olić|44|Croatia|-
5562|Thomas Müller|34|Germany|€10.00m
19287|Júlio César Soares de Espíndola|44|Brazil|-
19286|Miroslav Klose|45|Germany|-
19285|Dejan Stanković|45|Serbia|-
5565|Mario Gómez García|38|Germany|-
3672|Zlatan Ibrahimović|42|Sweden|-
26649|Jermaine Pennant|40|England|-
26429|Javier Paredes Arango|41|Spain|-
26062|Rubén Martín Pulido|44|Spain|-
26708|Pablo Amo Aguado|45|Spain|-
26707|Juan Pablo Carrizo|39|Argentina|-
26605|Ben Sahar|34|Israel|€150k
26711|Roberto López Esquiroz|36|Spain|€50k
26710|Jorge Galán Anaut|34|Spain|€50k
26705|José Miguel González Rey|44|Spain|-
23488|Mario Suárez Mata|36|Spain|-
25989|Antoni Lluis Adrover Colom|41|Spain|-
26704|Alhassane Keita|40|Guinea|-
23791|Víctor Casadesús Castaño|38|Spain|€50k
26656|Humberto Andrés Suazo Pontivo|42|Chile|€25k
6571|Roberto Jiménez Gago|37|Spain|-
24069|Ibrahima Baldé|34|Senegal|€100k
19724|Rafael van der Vaart|40|Netherlands|-
26481|Sébastien Squillaci|43|France|-
26249|Fernando Miguel Fernández Escribano|44|Spain|-
26680|Milan Stepanov|40|Serbia|-
23792|Daniel Toribio Gutiérrez|35|Spain|€100k
26670|Nabil Baha|42|Morocco|-
26679|Manuel Torres Caturla|34|Spain|-
23977|Eduardo Ramos Gómez|31|Spain|-
9558|Fernando Martín Forestieri|33|Italy|€800k
26600|Vítor Hugo Gomes Passos|36|Portugal|-
26693|Javier Baraja Vegas|43|Spain|-
26692|Henrique Sereno Fonseca|38|Portugal|-
26691|Jacobo Sanz Ovejero|40|Spain|-
6693|Raúl Rodríguez Navas|35|Spain|€200k
26085|Luis Prieto Zalbidegoitia|44|Spain|-
26689|Nauzet Alemán Viera|38|Spain|-
6742|Sergio Gontán Gallardo|31|Spain|€200k
26758|Felipe Mattioni Rohde|35|Brazil|-
26663|Julio Álvarez Mosquera|42|Venezuela|-
26493|Miguel Ángel Ferrer Martínez|45|Spain|-
26622|Juliano Roberto Antonello|44|Brazil|-
25987|Rodolfo Bodipo Díaz|46|Equatorial Guinea|-
26658|Óscar Alfredo Ustari|37|Argentina|€600k
25848|César Arzo Amposta|37|Spain|-
26602|Carlos Lázaro Vallejo|33|Spain|-
26601|Justo Wilmar Villar Viveros|46|Paraguay|-
12358|Haris Medunjanin|38|Bosnia-Herzegovina|€50k
26599|Nivaldo Batista Santana|43|Brazil|-
26637|Cristian Portilla Rodríguez|35|Spain|-
26639|Grégory Arnolin|43|Martinique|-
26635|Luis Morán Sánchez|36|Spain|-
26633|Alberto Lora Ramos|36|Spain|€100k
26228|Juan Pablo Colinas Ferreras|45|Spain|-
26255|Sergio Matabuena Delgado|44|Spain|-
26598|Antonio Moral Segura|30|-|€0
18404|José Ángel Crespo Rincón|36|Spain|€300k
26664|Luis Manuel Villa López|34|Spain|-
26696|Arouna Koné|40|Cote d'Ivoire|-
26694|José Carlos Fernández Vázquez|36|Spain|-
26697|David Fuster Torrijos|41|Spain|-
4788|Jesús Gámez Duarte|38|Spain|-
26232|Ibán Javier Cuadrado Alonso|44|Spain|-
20518|Albert Luque Martos|45|Spain|-
24166|Juan Francisco Martínez Modesto|43|Spain|-
24191|Alejandro Alfaro Ligero|37|Spain|-
26631|Ezequiel Luna|37|Argentina|€50k
26626|Ricardo León Brito|40|Spain|-
23793|Carlos Bellvís Llorens|38|Spain|-
26630|Pablo Sicilia Roig|42|Spain|-
26628|Ayoze García Pérez|38|Spain|-
26627|Sergio Aragoneses Almeida|46|Spain|-
26629|Mikel Alonso Olano|43|Spain|-
26632|Juan Luis Hens Lorite|39|Spain|-
26625|Telmário de Araújo Sacramento|40|Brazil|-
25942|Kepa Blanco Gonzalez|39|Spain|-
26646|Alejandro Damián Domínguez|42|Argentina|-
26396|Hedwiges Maduro|38|Netherlands|-
26074|Nikola Žigić|43|Serbia|-
23806|Alejandro Bergantiños García|38|Spain|-
26610|Leandro Andrés Gioda|39|Argentina|-
26612|José Manuel Casado Bizcocho|37|Spain|-
26397|Renan Brito Soares|38|Brazil|-
26616|Sidi Yaya Keita|38|Mali|-
26608|Carlos Calvo Sobrado|38|Spain|-
8440|Aythami Artiles Oliva|37|Spain|-
26720|Antonio Ramiro Pérez|45|Spain|-
26614|David Prieto Gálvez|40|Spain|-
26606|Vicente Moreno Peris|49|Spain|-
26636|Lassad Hassen Nouioui|37|Tunisia|-
26653|José Manuel Flores Moreno|36|Spain|-
26650|Guilherme Oliveira Santos|35|Brazil|€150k
26709|Miguel Ángel Nieto de la Calle|37|Spain|-
26522|Carlos Reina Aranda|43|Spain|-
26688|Manuel Martínez Lara|43|Spain|-
26242|Román Fernando Martínez|40|Argentina|-
26687|Héctor Sánchez Cabrera|38|Spain|-
6607|Julián Omar Ramos Suárez|35|Spain|€75k
26597|László Sepsi|36|Romania|-
26642|Mogammat Nasief Morris|42|South Africa|-
20666|Carlos Alberto Tevez|39|Argentina|-
8206|Arturo Erasmo Vidal Pardo|36|Chile|€600k
6943|Andrea Barzagli|42|Italy|-
7173|Leonardo Bonucci|36|Italy|€1.50m
20004|Paul Pogba|30|France|-
20055|Marc-André ter Stegen|31|Germany|€35.00m
8294|Claudio Marchisio|37|Italy|-
5541|Stephan Lichtsteiner|39|Switzerland|-
6949|Gianluigi Buffon|45|Italy|-
5246|Luis Alberto Suárez Díaz|36|Uruguay|€4.00m
3579|Roberto Maximiliano Pereyra|32|Argentina|€3.50m
8217|Kingsley Coman|27|France|€65.00m
5574|Toni Kroos|33|Germany|€15.00m
25199|Lucas Silva Borges|30|Brazil|€800k
6732|Lucas Pérez Martínez|35|Spain|€800k
6332|Thomas Vermaelen|38|Belgium|-
27191|Diogo Ferreira Salomão|35|Portugal|-
10277|Fabricio Martín Agosto Ramírez|35|Spain|€100k
18243|Ivan Ricardo Neves Abreu Cavaleiro|30|Angola|€2.50m
5582|Celso Borges Mora|35|Costa Rica|€175k
11302|Jordi Masip López|34|Spain|€1.00m
27318|Douglas Pereira dos Santos|33|Brazil|-
16083|José Rodríguez Martínez|29|Spain|€800k
6694|Gerónimo Rulli|31|Argentina|€8.00m
5514|Alfreð Finnbogason|34|Iceland|€350k
11813|Emiliano Buendía|26|Argentina|€28.00m
27054|Roberto Lago Soto|38|Spain|-
27112|Papa Babacar Diawara|35|Senegal|-
24506|Álvaro Arroyo Martínez|35|Spain|-
27179|Fredy Hinestroza Arias|33|Colombia|€400k
17054|Emiliano Daniel Velázquez Maldonado|29|Uruguay|€1.00m
6780|Iván López Álvarez|29|Spain|€2.50m
27204|Alejandro Felip Selma|31|Spain|-
25513|Lucía García Córdoba|30|-|€0
32210|Laia Aleixandri López|30|-|€0
51062|Sheila García Gómez|30|-|€0
49832|Marta Cardona De Miguel|30|-|€0
32838|Claudia Pina Medina|30|-|€0
276299|Demi Vance|30|-|€0
276306|Emily Wilson|30|-|€0
10366|Sara Gama|30|-|€0
24693|Hanna Erica Maria Glas|30|-|€0
10225|Aurora Galli|30|-|€0
62904|Andreia Martins Faria|30|-|€0
8966|Kai Havertz|24|Germany|€60.00m
29595|Ko Itakura|26|Japan|€15.00m
37208|Ao Tanaka|25|Japan|€2.50m
30628|Daizen Maeda|26|Japan|€6.50m
24118|Nico Schlotterbeck|24|Germany|€35.00m
9411|Daichi Kamada|27|Japan|€27.00m
23721|Wataru Endo|30|Japan|€13.00m
39565|Jamal Musiala|20|Germany|€110.00m
23527|Junya Ito|30|Japan|€10.00m
12034|David Raum|25|Germany|€17.00m
8400|Serge Gnabry|28|Germany|€45.00m
25719|Shūichi Gonda|34|Japan|€400k
23730|Takehiro Tomiyasu|25|Japan|€25.00m
8949|Takuma Asano|29|Japan|€4.00m
37211|Kaoru Mitoma|26|Japan|€50.00m
8804|Jonas Hofmann|31|Germany|€13.00m
8361|Ritsu Doan|25|Japan|€18.00m
8776|Takumi Minamino|28|Japan|€10.00m
8227|Mario Götze|31|Germany|€7.00m
8546|Niclas Füllkrug|30|Germany|€13.00m
38837|Youssoufa Moukoko|19|Germany|€30.00m
133353|Pablo Martín Páez Gavira|19|Spain|€90.00m
68574|Nicholas Williams Arthuer|21|Spain|€40.00m
39161|Alejandro Balde Martínez|20|Spain|€50.00m
37215|Shogo Taniguchi|32|Japan|€1.50m
16532|Daniel Olmo Carvajal|25|Spain|€50.00m
37221|Hidemasa Morita|28|Japan|€12.00m
33018|Joško Gvardiol|21|Croatia|€80.00m
22041|Marko Livaja|30|Croatia|€8.00m
139016|Achraf Dari|24|Morocco|€2.00m
49337|Josip Stanišić|23|Croatia|€10.00m
37148|Josip Šutalo|23|Croatia|€16.00m
31295|Yahia Attiyat allah|28|Morocco|€2.50m
28914|Lovro Majer|25|Croatia|€25.00m
7459|Jawad El Yamiq|31|Morocco|€1.80m
16527|Mislav Oršić|30|Croatia|€4.00m
156734|Bilal El Khannous|19|Morocco|€18.00m
3634|Abdelhamid Sabiri|27|Morocco|€2.30m
16531|Dominik Livaković|28|Croatia|€12.00m
21214|Ilias Chair|26|Morocco|€8.00m
46258|Azzedine Ounahi|23|Morocco|€12.00m
3441|Nikola Vlašić|26|Croatia|€15.00m
131037|Anass Zaroury|23|Morocco|€12.00m
7693|Bruno Petković|29|Croatia|€5.00m
23774|Selim Amallah|27|Morocco|€2.50m
23640|Jonathan David|23|Canada|€60.00m
11187|Stephen Antunes Eustáquio|26|Canada|€12.00m
16120|Richie Laryea|28|Canada|€2.50m
44703|Alistair Johnston|25|Canada|€7.50m
15958|Milan Borjan|36|Canada|€1.00m
23828|Kamal Miller|26|Canada|€5.00m
31684|Atiba Hutchinson|40|Canada|-
11846|Steven de Sousa Vitoria|36|Canada|€100k
12365|Alphonso Davies|23|Canada|€70.00m
24024|Tajon Buchanan|24|Canada|€10.00m
6989|Timothy Castagne|28|Belgium|€17.00m
48347|Amadou Onana|22|Belgium|€50.00m
133229|Ismael Koné|21|Canada|€10.00m
16459|Cyle Larin|28|Canada|€5.00m
16559|Leandro Trossard|29|Belgium|€35.00m
29758|Sam Adekugbe|28|Canada|€1.80m
16275|Ikoma Loïs Openda|23|Belgium|€55.00m
23363|Liam Millar|24|Canada|€1.70m
12770|Jonathan Osorio|31|Canada|€2.80m
3264|Vincent Janssen|29|Netherlands|€9.00m
3311|Daley Blind|33|Netherlands|€3.00m
3306|Nathan Aké|28|Netherlands|€42.00m
7745|Steven Berghuis|31|Netherlands|€8.00m
8069|Matthijs de Ligt|24|Netherlands|€65.00m
20611|Boulaye Dia|27|Senegal|€22.00m
8326|Andries Noppert|29|Netherlands|€3.00m
20750|Cody Mathès Gakpo|24|Netherlands|€55.00m
8259|Steven Bergwijn|26|Netherlands|€20.00m
4506|Nampalys Mendy|31|Senegal|€2.50m
20758|Krépin Diatta|24|Senegal|€13.00m
8553|Abdou Diallo|27|Senegal|€9.00m
8125|Denzel Dumfries|27|Netherlands|€28.00m
15970|Pape Abou Cissé|28|Senegal|€3.70m
7379|Edouard Mendy|31|Senegal|€10.00m
32915|Ismail Jakobs|24|Senegal|€6.00m
2988|Memphis Depay|29|Netherlands|€14.00m
21026|Pape Gueye|24|Senegal|€10.00m
50497|Nicolas Jackson|22|Senegal|€35.00m
88123|Cheikh Ahmadou Bamba Mbacke Dieng|23|Senegal|€8.00m
7891|Teun Koopmeiners|25|Netherlands|€35.00m
4318|Davy Klaassen|30|Netherlands|€10.00m
6994|Marten de Roon|32|Netherlands|€10.00m
10481|Aurélien Djani Tchouaméni|23|France|€90.00m
30714|Jude Bellingham|20|England|€150.00m
3943|Declan Rice|24|England|€100.00m
3382|Luke Shaw|28|England|€42.00m
22084|Bukayo Saka|22|England|€120.00m
3026|Adrien Rabiot|28|France|€40.00m
7843|Mason Mount|24|England|€60.00m
9638|Jack Grealish|28|England|€75.00m
29966|Ui-Jo Hwang|31|Korea, South|€4.80m
41711|Sang-Ho Na|27|Korea, South|€1.30m
23763|In-Beom Hwang|27|Korea, South|€4.50m
32478|Darwin Gabriel Núñez Ribeiro|24|Uruguay|€65.00m
43565|Min Jae Kim|27|Korea, South|€60.00m
36710|Sergio Rochet Álvarez|30|-|€0
40672|Moon-Hwan Kim|28|Korea, South|€800k
37641|Seung-Gyu Kim|33|Korea, South|€800k
40538|Jin-Su Kim|31|Korea, South|€600k
36288|Facundo Pellistri Rebollo|21|Uruguay|€8.00m
40542|Gue-Sung Cho|25|Korea, South|€3.00m
40558|Jun-Ho Son|31|Korea, South|-
34476|Matías Nicolás Viña Susperreguy|26|Uruguay|€8.00m
28729|Diego Nicolás De La Cruz Arcosa|26|Uruguay|€11.00m
12149|Nayef Aguerd|27|Morocco|€35.00m
15890|Noussair Mazraoui|26|Morocco|€30.00m
21736|Zakaria Aboukhlal|23|Morocco|€10.00m
9036|David Wotherspoon|33|Canada|€300k
59493|Abderrazak Hamdallah|33|Morocco|€2.80m
102668|Yahya Jabrane|32|Morocco|€1.70m
30401|Ruben Vargas|25|Switzerland|€6.50m
4935|Bryan Mbeumo|24|Cameroon|€35.00m
8814|Nico Elvedi|27|Switzerland|€14.00m
7472|Nicolas Alexis Julio N'Koulou Ndoubena|33|Cameroon|€900k
16026|Djibril Sow|26|Switzerland|€22.00m
30016|Martin Hongla Yma II|25|Cameroon|€3.00m
6983|Remo Freuler|31|Switzerland|€6.50m
7796|Silvan Widmer|30|Switzerland|€3.50m
13454|Nouhou Tolo|26|Cameroon|€4.50m
3141|André-Frank Zambo Anguissa|28|Cameroon|€40.00m
8064|André Onana|27|Cameroon|€40.00m
7426|Jean-Charles Castelletto|28|Cameroon|€3.50m
28966|Gaël Ondoua|28|Cameroon|€700k
8561|Fabian Frei|34|Switzerland|€200k
11174|Vincent Paté Aboubakar|31|Cameroon|€7.00m
3639|Georges-Kévin Nkoudou Mbida|28|Cameroon|€3.80m
29006|Noah Okafor|23|Switzerland|€20.00m
50436|Fabian Rieder|21|Switzerland|€15.00m
16015|Nicolas Moumi Ngamaleu|29|Cameroon|€3.50m
29012|Eray Ervin Cömert|25|Switzerland|€3.50m
26400|Henry Josué Martín Mex|31|Mexico|€5.00m
28825|Luis Gerardo Chávez Magallón|27|Mexico|€8.00m
31955|Jakub Kamiński|21|Poland|€10.00m
26301|Ernesto Alexis Vega Rojas|26|Mexico|€7.00m
4734|Matty Cash|26|Poland|€25.00m
4664|Sebastian Szymański|24|Poland|€18.00m
26368|César Jasib Montes Castro|26|Mexico|€6.00m
26406|Jorge Eduardo Sánchez Ramos|26|Mexico|€5.00m
50502|Nicola Zalewski|21|Poland|€20.00m
44166|Jakub Piotr Kiwior|23|Poland|€25.00m
11737|Krystian Bielik|25|Poland|€2.50m
26297|Carlos Alberto Rodríguez Gómez|26|Mexico|€7.00m
7979|Przemysław Frankowski|28|Poland|€9.00m
15452|Carlos Uriel Antuna Romero|26|Mexico|€4.00m
29163|Josip Juranović|28|Croatia|€10.00m
12625|Borna Sosa|25|Croatia|€8.00m
149714|Abdessamad Ezzalzouli|22|Morocco|€15.00m
26280|Orbelín Pineda Alvarado|27|Mexico|€6.50m
51710|Saud Abdullah Abdul Hamid|30|-|€0
51096|Ali Al Hassan|30|-|€0
51103|Abdullah Mohammed Madu|30|-|€0
30500|Kevin Nahin Álvarez Campos|24|Mexico|€7.00m
26318|Rogelio Gabriel Funes Mori|32|Mexico|€3.00m
27886|Alexis Mac Allister|24|Argentina|€65.00m
38718|Enzo Fernandez|22|Argentina|€80.00m
20572|Cristian Gabriel Romero|25|Argentina|€60.00m
29201|Nahuel Molina Lucero|25|Argentina|€50.00m
21809|Jurriën David Norman Timber|22|Netherlands|€42.00m
27768|Lisandro Martínez|25|Argentina|€50.00m
29560|Julián Álvarez|23|Argentina|€80.00m
6909|Damián Emiliano Martínez|31|Argentina|€28.00m
7829|Wout Weghorst|31|Netherlands|€9.00m
16308|Leandro Daniel Paredes|29|Argentina|€9.00m
11456|Lautaro Javier Martínez|26|Argentina|€100.00m
28263|Gonzalo Ariel Montiel|26|Argentina|€12.00m
21547|Noa Lang|24|Netherlands|€20.00m
12524|Walker Zimmerman|30|United States|€3.50m
12352|Matthew Charles Turner|29|United States|€10.00m
8526|Weston McKennie|25|United States|€20.00m
12751|Tyler Adams|24|United States|€20.00m
22008|Haji Wright|25|United States|€7.00m
3377|Timothy Weah|23|United States|€14.00m
18242|Tim Ream|36|United States|€1.00m
24072|Salvador Sevilla López|39|Spain|€200k
3324|Eric Bertrand Bailly|29|Cote d'Ivoire|€4.00m
5200|Lucas Vázquez Iglesias|32|Spain|€6.00m
18407|José Alberto Cañas Ruiz Herrera|36|Spain|€100k
6762|Álvaro González Soberón|33|Spain|€2.20m
6616|Munir El Haddadi Mohamed|28|Morocco|€2.00m
6923|Joaquín Navarro Jiménez|33|Spain|€600k
27461|Francisco Manuel Vélez Jiménez|32|Spain|€800k
6383|Thomas Teye Partey|30|Ghana|€35.00m
3040|Tomer Hemed|36|Israel|€200k
26387|Edgar Antonio Méndez Ortega|33|Spain|€1.00m
25723|Wellington Alves da Silva|30|Brazil|€450k
11746|Unai López Cabrera|28|Spain|€3.50m
6788|Xabier Etxeita Gorritxategi|36|Spain|€300k
6356|Michael Krohn-Dehli|40|Denmark|-
6884|Sergio Álvarez Conde|37|Spain|-
6801|Pedro Pablo Hernández|37|Chile|-
6796|Nemanja Radoja|30|Serbia|€1.50m
6828|Jaume Vicent Costa Jordá|30|-|€0
6744|Luciano Vietto|30|Argentina|€2.30m
21445|Javier Espinosa González|31|Spain|€250k
3508|Sandro Ramírez Castillo|28|Spain|€1.80m
22811|Héctor Yuste Cantón|35|Spain|€200k
6918|Isaac Ajayi Success|30|-|€0
4498|Jean-Sylvain Claude Babin|37|Martinique|€300k
26659|Roberto Fernández Alvarellos|44|Spain|-
11169|Luís Carlos Ramos Martins|31|Portugal|€400k
6659|Víctor Camarasa Ferrando|29|Spain|€800k
6784|Antonio García Aranda|34|Spain|€200k
27240|Jesús Fernández Collado|35|Spain|€150k
6668|José Luis Morales Nogales|36|Spain|€2.50m
23382|Mohamed Lamine Sissoko Gillan|38|Mali|-
3302|Nordin Amrabat|36|Morocco|€400k
6569|Roberto José Rosales Altuve|35|Venezuela|€350k
6829|Samuel Castillejo Azuaga|28|Spain|€3.00m
6563|Juan Pablo Añor Acosta|29|Venezuela|€500k
7782|Luis Alberto Romero Alconchel|31|Spain|€18.00m
27483|Benoît Trémoulinas|37|France|-
3637|Grzegorz Krychowiak|33|Poland|€4.50m
6823|Sergio Rico González|30|Spain|€3.00m
5718|Rodrigo Moreno Machado|32|Spain|€5.00m
3638|Shkodran Mustafi|31|Germany|€800k
10802|André Filipe Tavares Gomes|30|Portugal|€16.00m
6596|José Luis Gayà Peña|28|Spain|€30.00m
7797|Rodrigo Javier De Paul|29|Argentina|€40.00m
23451|Filipe Augusto Carvalho Souza|30|Brazil|€700k
6609|Denis Suárez Fernández|29|Spain|€2.50m
3726|Gerard Deulofeu Lázaro|29|Spain|€10.00m
5217|Iago Aspas Juncal|36|Spain|€5.00m
6804|Sergi Gómez Solà|31|Spain|€2.00m
13552|Borja Fernández Fernández|42|Spain|-
11675|Moisés Gómez Bordonado|29|Spain|€5.00m
3023|Yuri Berchiche Izeta|33|Spain|€2.00m
24070|Saúl Berjón Pérez|37|Spain|-
6386|Eneko Bóveda Altube|35|Spain|-
27517|Jaime Jiménez Merlo|43|Spain|-
24508|Manuel Castellano Castro|34|Spain|€150k
24190|Javier Lara Grande|38|Spain|€100k
6699|Ander Capa Rodríguez|31|Spain|€1.80m
23988|Federico Piovaccari|39|Italy|€50k
27460|Julián Cuesta Díaz|32|Spain|€500k
27459|Antonio Marín Molina|27|Spain|€150k
27480|Lucas Alfonso Orbán Alegre|34|Argentina|-
7005|João Pedro Cavaco Cancelo|29|Portugal|€50.00m
6769|Edinaldo Gomes Pereira|35|Brazil|€225k
26776|Juan Isaac Cuenca López|32|Spain|-
6734|Luis Carlos Correia Pinto|38|Portugal|-
24080|José Verdú Nicolás|40|Spain|-
18721|Robert Ibáñez Castro|30|-|€0
23761|Alhassane Bangoura|31|Guinea|€150k
6692|Oier Olazábal Paredes|34|Spain|€200k
13456|Daniel João Santos Candeias|35|Portugal|€150k
11603|Mario Pašalić|28|Croatia|€17.00m
27464|José Ángel Alonso Martín|34|Spain|€200k
9082|Przemysław Tytoń|36|Poland|€100k
24053|Álvaro Giménez Candela|32|Spain|€500k
5724|Fayçal Fajr|35|Morocco|€1.00m
6783|Samuel García Sánchez|33|Spain|-
27335|Arthur Etienne Boka|40|Cote d'Ivoire|-
6617|Ibai Gómez Pérez|34|Spain|-
23833|Borja Viguera Manzanares|36|Spain|-
5472|Mario Mandžukić|37|Croatia|-
5259|José María Giménez de Vargas|28|Uruguay|€35.00m
6382|Fernando José Torres Sanz|39|Spain|-
26780|Guilherme Magdalena Siqueira|37|Brazil|-
27241|Víctor Guillermo Álvarez Delgado|30|-|€0
6612|Rubén Duarte Sánchez|28|Spain|€2.50m
24578|Francisco Montañés Claverías|37|Spain|-
6731|Florin Andone|30|Romania|€800k
27239|Aleksandar Pantić|31|Serbia|€300k
24139|Luis Eduardo Delgado Pacheco|39|Spain|-
24811|David Omar Rodríguez Barrera|34|Spain|-
7900|Tiago Manuel Dias Correia|33|Cape Verde|€800k
24255|Juan Carlos Martín Corral|35|Spain|€300k
27238|Edimar Curitiba Fraga|37|Brazil|€100k
3160|Rene Krhin|33|Slovenia|-
27237|Adrián Javier Gunino Duque|34|Uruguay|-
27236|Patrick Claude Ekeng Ekeng|-|Cameroon|-
24136|Federico Vico Villegas|29|Spain|€1.50m
5695|James David Rodríguez Rubio|32|Colombia|€5.00m
25849|Aarón Níguez Esclapez|34|Spain|-
15893|Víctor Rodríguez Romero|34|Spain|€225k
16456|Enzo Pablo Roco Roco|31|Chile|€1.30m
6852|Jozabed Sánchez Ruiz|32|Spain|€500k
3130|Gaël Kakuta|32|DR Congo|€1.50m
10851|Luis Carlos Pereira Carneiro|35|Portugal|-
12626|Emiliano Adrián Insúa Zapata|34|Argentina|€300k
24040|Cristian Darío Álvarez|38|Argentina|€100k
11536|Abdoulaye Ba|32|Senegal|€150k
24138|Joaquín José Marín Ruiz|30|-|€0
6378|Jan Oblak|30|Slovenia|€35.00m
8801|Iván López Mendoza|30|Spain|-
6691|David Remeseiro Salgueiro|29|Spain|€2.00m
6775|Daniel García Carrillo|33|Spain|€2.00m
23942|Abraham Minero Fernández|37|Spain|-
6727|Raúl Albentosa Redal|35|Spain|€200k
27462|Xabier Iruretagoiena Aranzamendi|37|Spain|-
24641|Daniel Nieto Vela|32|Spain|€300k
27396|Jorge García Morcillo|37|Spain|€50k
27250|Nabil Ghilas|33|Algeria|-
24617|Eduard Campabadal Claros|30|Spain|€250k
6567|Borja García Freire|33|Spain|€1.00m
4740|Daniel Pinillos González|31|Spain|€150k
27248|José María López de Silva Sánchez|30|-|€0
34509|Hwa-Yeon Son|30|-|€0
34550|Hye-Ji Hong|30|-|€0
135153|Nesryne El Chad|30|-|€0
402658|Hanane Aït El Haj|30|-|€0
4647|So-Yun Ji|30|-|€0
403287|Seo-Yeon Shim|30|-|€0
46564|Salma Amani|30|-|€0
402655|Sakina Ouzraoui Diki|30|-|€0
25447|Sel-Gi Jang|30|-|€0
403284|Jung-Mi Kim|30|-|€0
22798|So-Hyun Cho|30|-|€0
25453|Geum-Min Lee|30|-|€0
403289|Eun-Sun Park|30|-|€0
25451|Hye-Ri Kim|30|-|€0
403286|Hyo-Joo Choo|30|-|€0
25717|Mi-Ra Moon|30|-|€0
135877|Sarah Kassi|30|-|€0
403274|Ga-Ram Chun|30|-|€0
401878|Bích Thùy Nguyễn Thị|30|-|€0
6811|Julie Beth Ertz|30|-|€0
5085|Alexandra Morgan Carrasco|30|-|€0
401874|Thu Trần Thị|30|-|€0
401872|Thị Diễm My Lê|30|-|€0
401886|Tuyết Dung Nguyễn Thị|30|-|€0
49172|Sophia Olivia Smith|30|-|€0
401883|Loan Hoàng Thị|30|-|€0
401880|Kim Thanh Trần Thị|30|-|€0
401876|Thị Hải Linh Trần|30|-|€0
401875|Thu Thương Lương Thị|30|-|€0
401877|Thu Thảo Trần Thị|30|-|€0
401888|Vạn Sự Ngân Thị|30|-|€0
401873|Thị Mỹ Anh Nguyễn|30|-|€0
389495|Alyssa Paola Thompson|30|-|€0
5105|Sofia Huerta|30|-|€0
276443|Kathrine Møller Kühl|30|-|€0
87185|Stine Ballisager Pedersen|30|-|€0
131583|Qiaozhu Chen|30|-|€0
25484|Yao Wei|30|-|€0
402016|Huan Xu|30|-|€0
25490|Rui Zhang|45|China|-
402019|Chengshu Wu|30|-|€0
276442|Lene Christensen|30|-|€0
25485|Shanshan Wang|30|-|€0
131580|Xin Zhang|38|China|-
131575|Mengwen Li|30|-|€0
25482|Jiahui Lou|30|-|€0
24461|Shuang Wang|30|-|€0
402018|Mengyu Shen|30|-|€0
402021|Chen Gao|22|China|€25k
25488|Yasha Gu|30|-|€0
31531|Lauren James|30|-|€0
4658|Keira Walsh|30|-|€0
4642|Millie Bright|30|-|€0
47521|Alessia Russo|30|-|€0
25461|Uchenna Kanu|30|-|€0
15570|Chloe Kelly|30|-|€0
401804|Cristín Yorleny Granados Gómez|30|-|€0
34480|Katherine Maria Alvarado Aguilar|30|-|€0
401802|Daniela Solera Vega|30|-|€0
34485|Gabriela Guillén Alvarez|30|-|€0
401803|María Paula Coto González|30|-|€0
34478|María Paula Salas|30|-|€0
401808|Fabiola Villalobos Morales|30|-|€0
34486|Gloriana Jesus Villalobos Vega|30|-|€0
4967|Raquel Rodriguez|30|-|€0
401801|Sheika Daleicha Scott Richardson|30|-|€0
392266|Jacqueline Anne Hand|30|-|€0
25662|Catherine Joan Bott|30|-|€0
276288|Tuva Hansen|30|-|€0
10386|Caroline Graham Hansen|30|-|€0
214481|Victoria Esson|30|-|€0
4633|Magdalena Lilly Eriksson|30|-|€0
10165|Irene Paredes Hernandez|30|-|€0
46639|Ona Batlle Pascual|30|-|€0
50151|Alba María Redondo Ferrer|30|-|€0
10222|Jonna Ann-Charlotte Andersson|30|-|€0
10151|Jennifer Hermoso Fuentes|30|-|€0
10161|María Francesca Caldentey Oliver|30|-|€0
49836|Olga  Carmona García|30|-|€0
10143|Alexia Putellas Segura|30|-|€0
50152|Eva Maria Navarro|30|-|€0
50146|Esther Gonzalez Rodríguez|30|-|€0
62905|Catarina Amado|30|-|€0
10159|Diana Micaela Abreu de Sousa e Silva|30|-|€0
32054|Jéssica da Silva|30|-|€0
34873|Fátima Alexandra Figueira Pinto|30|-|€0
10666|Dominique Johanna Anna Petrone Janssen|30|-|€0
10167|Tatiana Vanessa Ferreira Pinto|30|-|€0
10140|Dolores Isabel Jacome Silva|30|-|€0
10649|Lieke Martens|30|-|€0
10141|Ana Borges|29|Brazil|-
10162|Carole da Silva Costa|30|-|€0
34872|Inês Teixeira Pereira|30|-|€0
32143|Diana Catarina Ribeiro Gomes|30|-|€0
62913|Francisca Ramos Ribeiro Nazareth Sousa|30|-|€0
142944|Lúcia Catarina Sousa Alves|30|-|€0
46830|Batcheba Louis|30|-|€0
46847|Kethna Louis|30|-|€0
131695|Yu Zhu|32|China|-
402001|Dougenie Tabita Kerbie Joseph|30|-|€0
402022|Jiaxing Dou|30|-|€0
135616|Jiali Tang|30|-|€0
402015|Shwendesky Macélus Joseph|30|-|€0
15178|Alexandra Popp|30|-|€0
46987|Jule Brand|30|-|€0
25450|Young-Ju Lee|33|Korea, South|€550k
25445|Chae-Rim Kang|30|-|€0
