id|name|position|id_club|date_nasc|nationality|market_value|assist_avg|goals_avg|actions_avg|actions_value_avg|rating_avg
23944|Oier Sanjurjo Mate|Center Attacking Midfield|422|01/01/2000|None|None|0.0|0.0|40.25|0.0027654843782033566|0.11131074622268511
26690|Alberto Mateus Contreiras Gonçalves|Right Center Forward|901|01/01/2000|None|None|0.030303030303030304|0.12121212121212122|21.060606060606062|0.013804738831649697|0.2907361663029254
11542|Javier Guerra Rodríguez|Left Center Forward|901|01/01/2000|None|None|0.1875|0.40625|51.5625|0.01359542338770967|0.7010140184287799
27249|Fausto Rossi|Right Midfield|901|01/01/2000|None|None|0.0|0.5|56.0|0.013077498864633134|0.7323399364194555
5588|Antonio Rukavina|Right Back|901|01/01/2000|None|None|0.045454545454545456|0.0|64.22727272727273|0.0032648827125605264|0.2096945124021829
26190|Álvaro Rubio Robles|Left Defensive Midfield|901|01/01/2000|None|None|0.0|0.0|81.0|0.001948305757149127|0.15781276632907928
7216|Zakarya Bergdich|Left Midfield|901|01/01/2000|None|None|0.0|0.0|40.0|0.004627594020360356|0.18510376081441426
27313|Carlos González Peña|Left Back|901|01/01/2000|None|None|0.0|0.0|51.0|0.006792043956419629|0.3463942417774011
10477|Stefan Mitrović|Left Center Back|901|01/01/2000|None|None|0.0|0.0|31.5|0.004383662899688064|0.138085381340174
23843|Diego Mariño Villar|Goalkeeper|901|01/01/2000|None|None|0.0|0.0|59.32|0.01576775365734003|0.9353431469534105
27312|Jesús Rueda Ambrosio|Right Center Back|901|01/01/2000|None|None|0.0|0.0|27.0|0.011025542205360027|0.2976896395447207
26695|Marc Valiente Hernández|Right Defensive Midfield|901|01/01/2000|None|None|0.0|0.0|35.333333333333336|0.0029188581117931974|0.10313298661669297
19396|Lluis Sastre Reus|Right Defensive Midfield|901|01/01/2000|None|None|0.0|0.0|51.666666666666664|0.001441195573843435|0.07446177131524413
25911|Óscar Javier González Marcos|Right Center Forward|901|01/01/2000|None|None|0.0|0.0|41.4|0.00021503621319045904|0.008902499226085004
27311|Valdet Skënder Rama|Left Midfield|901|01/01/2000|None|None|0.0|0.0|9.0|0.008112321210224933|0.0730108908920244
6879|Alberto Bueno Calvo|Center Forward|360|01/01/2000|None|None|0.0|0.2|69.8|0.012823126868189073|0.8950542553995973
10755|Jonathan Viera Ramos|Left Wing|360|01/01/2000|None|None|0.16666666666666666|0.23809523809523808|113.57142857142857|0.004823074568562434|0.5477634688581622
5691|Johan Andrés Mojica Palacio|Left Center Midfield|360|01/01/2000|None|None|0.0|0.0|94.375|0.0019092330002080163|0.18018386439463155
26848|Roberto Trashorras Gayoso|Right Center Midfield|360|01/01/2000|None|None|0.19047619047619047|0.07142857142857142|137.1904761904762|0.0035676240476877714|0.4894440419708795
6924|Alejandro Gálvez Jimena|Right Center Back|360|01/01/2000|None|None|0.0|0.037037037037037035|48.851851851851855|0.005868870252683031|0.28670518012181173
26607|José Raúl Baena Urdiales|Center Defensive Midfield|360|01/01/2000|None|None|0.0|0.03225806451612903|71.16129032258064|0.002347377135002414|0.16704238580049435
23811|Alberto Perea Correoso|Right Wing|360|01/01/2000|None|None|0.0|0.0|48.333333333333336|0.003008211601337589|0.14539689406465015
6914|Roberto Román Triguero|Right Back|360|01/01/2000|None|None|0.08108108108108109|0.02702702702702703|75.86486486486487|0.003560708730415515|0.2701326866561176
6730|Rubén Iván Martínez Andrade|Goalkeeper|360|01/01/2000|None|None|0.0|0.0|45.34782608695652|0.017311342865268656|0.7850317655858786
6381|Saúl Ñíguez Esclapez|Left Center Back|360|01/01/2000|None|None|0.044444444444444446|0.17777777777777778|77.62222222222222|0.004309040188264971|0.3344772750579899
6709|Anaitz Arbilla Zabala|Left Back|360|01/01/2000|None|None|0.0|0.0|94.38888888888889|0.0034770757383537692|0.3281973155257252
11298|José Ignacio Martínez García|Left Back|360|01/01/2000|None|None|0.0|0.0|87.03448275862068|0.002874700901721039|0.25019810606703113
11539|Adrián Embarba Blázquez|Right Wing|360|01/01/2000|None|None|0.16129032258064516|0.06451612903225806|60.96774193548387|0.004498676905650464|0.2742741726348186
27190|Joaquín Oscar Larrivey|Center Forward|360|01/01/2000|None|None|0.0|0.25|30.5|0.05429052689569837|1.6558610703188001
6357|Jonathan dos Santos Ramírez|Right Center Midfield|217|01/01/2000|None|None|0.025|0.0|67.375|0.002166649143236053|0.14597798602552908
26783|Roque Luis Santa Cruz Cantero|Center Forward|223|01/01/2000|None|None|0.14285714285714285|0.14285714285714285|25.238095238095237|0.0090789900384047|0.22913641525497574
25859|Sérgio Paulo Barbosa Valente|Left Wing|223|01/01/2000|None|None|0.05405405405405406|0.02702702702702703|58.78378378378378|0.005440538751256856|0.3198154536211801
6904|Sergio Sánchez Ortega|Right Center Back|223|01/01/2000|None|None|0.0|0.0|63.42857142857143|0.004466298316716076|0.2832909218031339
8234|Ignacio Camacho Barnola|Center Defensive Midfield|223|01/01/2000|None|None|0.0|0.06451612903225806|92.16129032258064|0.003386128126018876|0.3120699372914815
19431|Fernando Damián Tissone|Left Center Midfield|223|01/01/2000|None|None|0.0|0.0|82.73333333333333|0.0033131546001033377|0.27410832391521617
27184|Marcos Alberto Angeleri|Right Back|223|01/01/2000|None|None|0.0|0.0|55.6|0.004972301876610325|0.2764599843395341
27183|Pablo Javier Pérez|Right Center Midfield|223|01/01/2000|None|None|0.0|0.0|49.0|0.0027651955099587478|0.13549457998797865
6619|Vitorino Gabriel Pacheco Antunes|Left Back|223|01/01/2000|None|None|0.0|0.0|55.75|0.005137133168728485|0.28639517415661303
6695|Juan Miguel Jiménez López|Right Wing|223|01/01/2000|None|None|0.09523809523809523|0.14285714285714285|22.761904761904763|0.006956634321376349|0.1583462478865664
27182|Flávio Nunes Ferreira|Left Center Back|223|01/01/2000|None|None|0.0|0.0|33.0|0.013987615794919223|0.4615913212323344
3659|Wilfredo Daniel Caballero|Goalkeeper|223|01/01/2000|None|None|0.0|0.0|44.77777777777778|0.01794222789206852|0.8034130933892905
8000|Bartlomiej Pawłowski|Center Forward|223|01/01/2000|None|None|0.0|0.0|41.0|0.0008093527545082487|0.0331834629348382
27181|Pedro Andrés Morales Flores|Right Center Midfield|223|01/01/2000|None|None|0.0|0.0|23.0|0.0022446121696530915|0.0516260799020211
3236|Sergi Darder Moll|Left Center Midfield|223|01/01/2000|None|None|0.08571428571428572|0.05714285714285714|69.68571428571428|0.0026368656815222206|0.18375186849236275
4891|Ibrahim Afellay|Right Wing|217|01/01/2000|None|None|0.02|0.04|74.86|0.002010511078674405|0.15050685934956595
20011|Hélder Manuel Marques Postiga|Center Forward|207|01/01/2000|None|None|0.0|0.4|41.4|0.03266952045763843|1.3525181469462308
5504|Éver Maximiliano David Banega|Center Attacking Midfield|207|01/01/2000|None|None|0.15555555555555556|0.13333333333333333|108.35555555555555|0.004588230749481235|0.4971602918771223
11301|Miguel Alfonso Herrero Javaloyas|Right Defensive Midfield|207|01/01/2000|None|None|0.0|0.0|61.666666666666664|0.002597504667241267|0.16017945447987814
20138|João Pedro da Silva Pereira|Right Back|207|01/01/2000|None|None|0.3333333333333333|0.0|99.66666666666667|0.003907571539845141|0.3894546301378991
6751|Javier Fuego Martínez|Left Defensive Midfield|207|01/01/2000|None|None|0.0|0.0|85.0|0.002177681121622261|0.18510289533789218
3253|Adil Rami|Right Center Back|207|01/01/2000|None|None|0.029411764705882353|0.0|73.23529411764706|0.0027172879525766266|0.19900138240928825
25144|Diego Alves Carreira|Goalkeeper|207|01/01/2000|None|None|0.0|0.0|48.407407407407405|0.019349977540072685|0.9366822461064814
26257|Dorlan Mauricio Pabón Ríos|Left Wing|207|01/01/2000|None|None|0.5|0.5|75.5|0.0134082002517472|1.0123191190069136
5563|José Andrés Guardado Hernández|Left Back|207|01/01/2000|None|None|0.0|0.0|76.70588235294117|0.002635790662434029|0.2021806484596455
19454|Ricardo Miguel Moreira da Costa|Left Center Back|207|01/01/2000|None|None|0.0|0.05|59.15|0.0045749907777833205|0.2706107045058834
18724|Sofiane Feghouli|Center Attacking Midfield|207|01/01/2000|None|None|0.14285714285714285|0.03571428571428571|57.5|0.0036560672779442356|0.21022386848179356
17083|Jonas Gonçalves Oliveira|Right Wing|207|01/01/2000|None|None|0.0|0.0|41.666666666666664|0.0008082736975732177|0.0336780707322174
6595|Daniel Parejo Muñoz|Right Defensive Midfield|207|01/01/2000|None|None|0.12244897959183673|0.14285714285714285|104.63265306122449|0.0056845282595981575|0.5947872732032603
23943|Rubén García Santos|Left Center Forward|221|01/01/2000|None|None|0.037037037037037035|0.037037037037037035|48.407407407407405|0.003603816248986263|0.17445140138611281
20494|Andreas Ivanschitz|Left Midfield|221|01/01/2000|None|None|0.3333333333333333|0.0|32.333333333333336|0.005694854325100632|0.18413362317825377
27122|Simão Mate|Right Defensive Midfield|221|01/01/2000|None|None|0.0|0.029411764705882353|61.8235294117647|0.0036960063387105543|0.22850015658734074
6608|Nabil El Zhar|Right Center Forward|221|01/01/2000|None|None|0.125|0.1|48.075|0.004060102851529632|0.19518944458728704
26023|Juan Francisco García García|Left Center Back|221|01/01/2000|None|None|0.06666666666666667|0.0|68.23333333333333|0.004700278644338692|0.3207156794987101
27154|Nikolaos Karabelas|Left Back|221|01/01/2000|None|None|0.0|0.0|71.5|0.003864531212544171|0.27631398169690824
20539|Loukas Vyntra|Right Back|221|01/01/2000|None|None|0.0|0.5|39.5|0.02003038298151435|0.7912001277698167
26012|David Navarro Pedrós|Right Center Back|221|01/01/2000|None|None|0.0|0.0|57.285714285714285|0.0047316286785105246|0.27105472858324575
6867|Papa Kouly Diop|Left Defensive Midfield|221|01/01/2000|None|None|0.0|0.06666666666666667|76.31111111111112|0.0036450278091142516|0.27815612214440755
5597|Keylor Navas Gamboa|Goalkeeper|221|01/01/2000|None|None|0.0|0.0|43.3469387755102|0.01663220897289287|0.7209553440494787
6787|Pedro López Muñoz|Right Midfield|221|01/01/2000|None|None|0.0|0.03571428571428571|73.57142857142857|0.004065266656289465|0.29908747542701064
6611|Ángel Luis Rodríguez Díaz|Right Center Forward|221|01/01/2000|None|None|0.1111111111111111|0.1111111111111111|20.88888888888889|0.006856742869798762|0.14322973994690746
12063|Issam El Adoua|Left Center Forward|221|01/01/2000|None|None|0.0|0.0|12.0|0.007373157063923642|0.08847788476708371
25831|Jean Marie Dongou Tsafack|Right Center Midfield|217|01/01/2000|None|None|0.0|0.0|3.0|0.0017442684564645667|0.0052328053693937
27124|Sérgio da Silva Pinto|Left Center Forward|221|01/01/2000|None|None|0.0|0.0|19.0|0.0034587247046377625|0.06571576938811749
6925|Jairo Samperio Bustara|Right Wing|213|01/01/2000|None|None|0.1388888888888889|0.19444444444444445|54.94444444444444|0.004993309334647375|0.27435460733145856
6841|Víctor Machín Pérez|Left Wing|213|01/01/2000|None|None|0.16216216216216217|0.08108108108108109|67.0|0.003463338717378942|0.23204369406438913
5470|Ivan Rakitić|Center Attacking Midfield|213|01/01/2000|None|None|0.1346153846153846|0.13942307692307693|115.0625|0.00282245493654199|0.32475872113586274
7154|Sebastián Carlos Cristóforo Pepe|Left Defensive Midfield|213|01/01/2000|None|None|0.0|0.0|77.26086956521739|0.001791524593625358|0.13841474795096786
6401|Kevin Gameiro|Center Forward|213|01/01/2000|None|None|0.09523809523809523|0.42857142857142855|34.57142857142857|0.02135752414431548|0.7383601204177638
20603|Stéphane M''Bia Etoundi|Right Defensive Midfield|213|01/01/2000|None|None|0.0|0.0|32.0|0.003474877664722709|0.11119608527112669
6861|Juan Torres Ruiz|Right Center Back|213|01/01/2000|None|None|0.0|0.038461538461538464|67.0|0.004915130857005021|0.3293137674193364
27111|António Alberto Bastos Pimparel|Goalkeeper|213|01/01/2000|None|None|0.0|0.0|52.5|0.0165432758933935|0.8685219844031588
6913|Fernando Navarro i Corbacho|Left Center Back|213|01/01/2000|None|None|0.0|0.0|80.16|0.0033543794822469652|0.26888705929691675
6672|Jorge Andújar Moreno|Right Back|213|01/01/2000|None|None|0.06666666666666667|0.06666666666666667|73.4|0.004024577745588563|0.2954040065262005
3515|Alberto Moreno Pérez|Left Back|213|01/01/2000|None|None|0.0|0.05405405405405406|95.05405405405405|0.0037046564998423916|0.3521426191877214
26790|Piotr Trochowski|Right Defensive Midfield|213|01/01/2000|None|None|0.1|0.1|32.7|0.005213912457937258|0.17049493737454832
15962|Marko Marin|Left Defensive Midfield|213|01/01/2000|None|None|0.0|0.0|24.0|0.08087392854474108|1.940974285073786
27189|Bryan Martín Rabello Mella|Right Midfield|213|01/01/2000|None|None|0.0|0.0|13.0|0.0037529344104218925|0.0487881473354846
26005|José Manuel Pinto Colorado|Substitute|217|01/01/2000|None|None|0.0|0.0|45.72|0.013530141077759227|0.6185980500751519
6805|Hugo Mallo Novegil|Right Back|209|01/01/2000|None|None|0.06818181818181818|0.022727272727272728|94.56818181818181|0.0032229859748675012|0.3047919236687198
19668|Augusto Matías Fernández|Right Wing|209|01/01/2000|None|None|0.0|0.02857142857142857|99.45714285714286|0.001900562376843708|0.18902450382265565
6794|Gustavo Daniel Cabral Cáceres|Right Center Back|209|01/01/2000|None|None|0.0|0.0|98.2|0.0024407465280125483|0.23968130905083224
26788|Jon Aurtenetxe Borde|Left Back|209|01/01/2000|None|None|0.0|0.0|66.85714285714286|0.00288341401424196|0.19277682266646248
7105|Fabián Ariel Orellana Valenzuela|Left Wing|209|01/01/2000|None|None|0.22916666666666666|0.14583333333333334|104.85416666666667|0.003968808492791932|0.41614610717128736
6594|Santiago Mina Lorenzo|Center Forward|209|01/01/2000|None|None|0.05555555555555555|0.16666666666666666|44.69444444444444|0.0075614972436945154|0.3379569184751243
27052|Lévy Clément Madinda|Left Defensive Midfield|209|01/01/2000|None|None|0.0|0.0|19.0|0.0010993050935671537|0.02088679677777592
27200|Alejandro López Sánchez|Center Attacking Midfield|209|01/01/2000|None|None|0.0|0.0|90.66666666666667|0.0021457197091741408|0.19454525363178876
6802|Jonathan Castro Otto|Left Center Back|209|01/01/2000|None|None|0.09523809523809523|0.047619047619047616|94.66666666666667|0.003136030530598591|0.29687755689666656
10612|Yoel Rodríguez Oterino|Goalkeeper|209|01/01/2000|None|None|0.0|0.0|61.0|0.016045640245684414|0.9787840549867491
6890|Andreu Fontàs Prat|Right Defensive Midfield|209|01/01/2000|None|None|0.058823529411764705|0.058823529411764705|107.23529411764706|0.0027303128437382172|0.29278590083145706
26573|Íñigo López Montaña|Right Center Back|209|01/01/2000|None|None|0.0|0.0|42.833333333333336|0.005271853285831902|0.22581104907646646
26617|Mario Bermejo Castanedo|Left Wing|209|01/01/2000|None|None|0.0|0.4|36.0|0.04839042621788269|1.7420553438437767
25986|Borja Oubiña Meléndez|Right Defensive Midfield|209|01/01/2000|None|None|0.0|0.16666666666666666|84.33333333333333|0.0037714610553107714|0.31805988233120835
20016|Kléper Laveran Lima Ferreira|Left Center Back|220|01/01/2000|None|None|0.021739130434782608|0.08695652173913043|96.52173913043478|0.003414746768584901|0.32959729679384697
6768|Diego López Rodríguez|Goalkeeper|220|01/01/2000|None|None|0.0|0.0|40.96|0.017033257331840267|0.6976822203121773
6671|Asier Illarramendi Andonegi|Center Defensive Midfield|220|01/01/2000|None|None|0.023255813953488372|0.023255813953488372|104.02325581395348|0.003353391425311789|0.3488306940795263
3990|Jesé Rodríguez Ruiz|Right Wing|220|01/01/2000|None|None|0.25|0.1875|33.53125|0.01061533360360588|0.35594540489590965
20133|Xabier Alonso Olano|Center Defensive Midfield|220|01/01/2000|None|None|0.08333333333333333|0.027777777777777776|141.75|0.002747855311896449|0.3895084904613217
6763|Pablo Daniel Piatti|Left Midfield|207|01/01/2000|None|None|0.030303030303030304|0.06060606060606061|37.63636363636363|0.005319927883881495|0.20022274035699444
6402|Francisco Alcácer García|Center Forward|207|01/01/2000|None|None|0.2222222222222222|0.3194444444444444|28.833333333333332|0.018061232320749614|0.5207655319149471
