id|name|position|id_club|date_nasc|nationality|market_value|assist_avg|goals_avg|actions_avg|actions_value_avg|rating_avg
26184|Óscar Sánchez Fuentes|Center Attacking Midfield|901|01/01/2000|None|None|0.0|0.0|21.0|0.004727195665365471|0.0992711089726749
26117|Pablo Ibáñez Tébar|Right Center Back|212|01/01/2000|None|None|0.0|0.0|44.2|0.007151549932004579|0.3160985069946024
26197|Christian Abbiati|Goalkeeper|212|01/01/2000|None|None|0.0|0.0|45.333333333333336|0.015656705985792878|0.7097706713559438
26193|Cléber Santana Loureiro|Right Defensive Midfield|212|01/01/2000|None|None|0.0|0.0|32.5|0.0011544384630755968|0.0375192500499569
6870|José Manuel Jurado Marín|Right Center Forward|212|01/01/2000|None|None|0.0|0.0|77.91176470588235|0.0020540474617993|0.16003446253842193
26478|Roberto Martínez Rípodas|Right Center Midfield|215|01/01/2000|None|None|0.0|0.0|60.0|0.004683732641491875|0.2810239584895125
26477|Ion Vélez Martínez|Left Midfield|215|01/01/2000|None|None|0.0|0.0|25.0|-0.0016381187560437001|-0.040952968901092505
26045|David Cuéllar Tainta|Right Midfield|215|01/01/2000|None|None|0.0|0.0|26.5|0.0018138730653802482|0.04806763623257658
26078|Aitor Tornavaca Fernández|Left Center Midfield|1220|01/01/2000|None|None|0.0|0.0|56.75|0.002268941837038693|0.12876244925194583
26171|Carlos Jorge Neto Martins|Right Center Midfield|1220|01/01/2000|None|None|0.3333333333333333|0.0|73.33333333333333|0.0026895159005705786|0.19723116604184243
26077|Antonio Jesús Vázquez Muñoz|Center Defensive Midfield|1220|01/01/2000|None|None|0.0|0.0|91.75|0.0030019143230091243|0.27542563913608714
26042|José María Calvo|Right Back|1220|01/01/2000|None|None|0.0|0.0|72.5|0.004789523964066268|0.34724048739480445
26172|Hipólito Fernández Serrano|Left Back|1220|01/01/2000|None|None|0.0|0.0|59.333333333333336|0.004224731035212236|0.250667374755926
7669|Marcos García Barreno|Left Midfield|1220|01/01/2000|None|None|0.0|0.3333333333333333|46.0|0.008566081598175327|0.39403975351606507
26168|Iago Bouzón Amodeo|Right Center Back|1220|01/01/2000|None|None|0.0|0.0|65.66666666666667|0.005727341937209204|0.37609545387673776
7055|Stefano Sorrentino|Goalkeeper|1220|01/01/2000|None|None|0.0|0.0|44.2972972972973|0.01742152656551798|0.7717265416455127
26501|José Zahinos|Right Center Midfield|1220|01/01/2000|None|None|0.0|0.0|24.0|0.12037412742724547|2.8889790582538915
17726|Laurențiu Dumitru Roșu|Right Midfield|1220|01/01/2000|None|None|0.0|0.0|17.0|0.003004422147202152|0.051075176502436585
25968|Francisco Javier García Guerrero|Left Center Midfield|1220|01/01/2000|None|None|0.0|0.0|32.333333333333336|0.00043111298348946195|0.013939319799492603
26162|Moisés Hurtado Pérez|Left Defensive Midfield|214|01/01/2000|None|None|0.0|0.0|54.833333333333336|0.002669318088606382|0.14636760852524996
3052|Pablo Javier Zabaleta Girod|Right Back|214|01/01/2000|None|None|0.0625|0.0|94.0625|0.002586888293509349|0.24332918010822316
26160|Ángel Martínez Cervera|Right Defensive Midfield|214|01/01/2000|None|None|0.0|0.0|43.6|0.002572071970803144|0.11214233792701708
26110|Daniel Jarque Gonzalez|Left Center Back|214|01/01/2000|None|None|0.0|0.0|53.166666666666664|0.010552610396760281|0.561047119427755
26084|Iñaki Lafuente Sancha|Goalkeeper|214|01/01/2000|None|None|0.0|0.0|40.75|0.018138300965571088|0.7391357643470218
26167|Francisco Joaquín Pérez Rufete|Right Wing|214|01/01/2000|None|None|0.5|0.0|50.0|0.000922184650057834|0.0461092325028917
25916|Ewerthon Henrique de Souza|Right Wing|214|01/01/2000|None|None|0.0|0.0|47.2|0.012606605837980614|0.5950317955526849
26159|Albert Riera Ortega|Center Attacking Midfield|214|01/01/2000|None|None|0.3333333333333333|0.0|38.333333333333336|0.002663185406233004|0.10208877390559849
26182|Alexandre Geijo Pazos|Right Center Forward|221|01/01/2000|None|None|0.0|0.0|27.4|0.017898433761531263|0.49041708506595666
26181|Rahamat Riga Mustapha|Left Center Forward|221|01/01/2000|None|None|0.0|0.3333333333333333|59.0|0.00801552654910154|0.4729160663969909
25956|David Castedo Escudero|Left Back|221|01/01/2000|None|None|0.0|0.0|60.0|0.005281533398855864|0.3168920039313518
25913|Álvaro Luiz Maior de Aquino|Left Center Back|221|01/01/2000|None|None|0.0|0.0|50.6|0.0052332180639362|0.2648008340351717
26180|Vladan Kujović|Goalkeeper|221|01/01/2000|None|None|0.0|0.0|42.0|0.018550337085917985|0.7791141576085554
26179|Mathieu Berson|Right Center Midfield|221|01/01/2000|None|None|0.0|0.0|38.0|0.0016769504055092275|0.06372411540935065
26178|Laurent Courtois|Left Midfield|221|01/01/2000|None|None|0.0|0.0|77.0|0.0028865709781153706|0.22226596531488352
26177|José Manuel Serrano Arenas|Right Center Back|221|01/01/2000|None|None|0.0|0.0|32.0|0.010490168248725482|0.33568538395921543
6907|Pedro León Sánchez Gil|Left Center Midfield|221|01/01/2000|None|None|0.14634146341463414|0.04878048780487805|53.048780487804876|0.005521528166214784|0.29291033564675983
26456|Luís Eduardo Schmidt|Right Wing|218|01/01/2000|None|None|0.0|0.0|53.666666666666664|0.006632047099660899|0.3559198610151349
26469|Marko Babić|Left Back|218|01/01/2000|None|None|0.0|0.0|77.0|0.0016220554826310205|0.12489827216258857
26468|Willian Lanes Lanes de Lima|Left Center Back|218|01/01/2000|None|None|0.0|0.0|27.5|0.00898155537999515|0.24699277294986666
24511|Branko Ilič|Right Back|218|01/01/2000|None|None|0.0|0.0|50.0|0.0042747653091018|0.21373826545509
20519|Juan Gutiérrez Moreno|Right Center Back|218|01/01/2000|None|None|0.0|0.0|49.8|0.005475229488446326|0.272666428524627
19761|Ricardo Alexandre Martins Soares Pereira|Goalkeeper|218|01/01/2000|None|None|0.0|0.0|57.0|0.017696105912325746|1.0086780370025676
26466|Hugo Mariano Pavone|Center Forward|218|01/01/2000|None|None|0.0|0.0|43.0|0.0004824600234817235|0.02074578100971411
26465|Juan de Dios Prados López|Right Center Midfield|218|01/01/2000|None|None|0.0|0.0|45.0|0.003195806732471555|0.14381130296122
26467|Leandro Daniel Somoza|Left Center Midfield|218|01/01/2000|None|None|0.0|0.0|56.0|0.002090990850259662|0.11709548761454108
25940|José María Romero Poyón|Center Forward|218|01/01/2000|None|None|0.25|0.25|44.75|0.00607627728941286|0.2719134087012255
26464|Arturo García Muñoz|Left Center Midfield|218|01/01/2000|None|None|0.0|0.0|51.333333333333336|0.0032616953773269303|0.16743369603611577
23929|Francisco Jiménez Tejada|Center Forward|219|01/01/2000|None|None|0.0|0.0|40.333333333333336|0.015252464507560896|0.6151827351382895
26214|Julián de Guzmán|Left Center Midfield|219|01/01/2000|None|None|0.0|0.0|52.333333333333336|0.008216919774700694|0.43001880154266964
26218|Adrián López Rodríguez|Right Center Back|219|01/01/2000|None|None|0.0|0.0|36.5|0.010290700584858576|0.37561057134733805
26207|Fabricio Coloccini|Left Center Back|219|01/01/2000|None|None|0.0|0.034482758620689655|62.96551724137931|0.005309152734195319|0.3342935480220915
26206|Sergio González Soriano|Right Center Midfield|219|01/01/2000|None|None|0.0|0.0|51.833333333333336|0.0023662257128194697|0.12264936611447586
26216|Sebastián Taborda Ramos|Center Forward|219|01/01/2000|None|None|0.0|0.0|19.0|0.05475545296179818|1.0403536062741654
20150|Christian Bjørnshøj Poulsen|Left Center Midfield|213|01/01/2000|None|None|0.0|0.0|85.25|0.0038179118663771864|0.32547698660865515
25952|Ivica Dragutinovic|Left Back|213|01/01/2000|None|None|0.0|0.0|65.66666666666667|0.0037142391146651665|0.2439017018630126
26018|Julien Escudé|Left Center Back|213|01/01/2000|None|None|0.0|0.0|60.25|0.0057513744035255065|0.3465203078124118
20267|Khalid Boulahrouz|Right Center Back|213|01/01/2000|None|None|0.0|0.0|59.0|0.0007509069546161301|0.04430351032235168
25946|Andrés Palop Cervera|Goalkeeper|213|01/01/2000|None|None|0.0|0.0|61.5|0.01529749438176771|0.9407959044787141
20368|Alexander Kerzhakov|Right Midfield|213|01/01/2000|None|None|0.5|0.5|14.0|0.06833103839000455|0.9566345374600637
3064|David Josué Jiménez Silva|Center Attacking Midfield|207|01/01/2000|None|None|0.1388888888888889|0.08333333333333333|114.05555555555556|0.0027306181672068974|0.31144217207087554
20070|Luís Miguel Brito Garcia Monteiro|Right Back|207|01/01/2000|None|None|0.1|0.0|73.9|0.0036723683332743704|0.271388019828976
26223|Marco Antonio Simoes Caneira|Left Back|207|01/01/2000|None|None|0.0|0.0|56.0|0.0025238213597108435|0.14133399614380723
20129|Rubén Baraja Vegas|Right Center Midfield|207|01/01/2000|None|None|0.0|0.0|45.0|0.001574796970657065|0.07086586367956792
26219|Timo Hildebrand|Goalkeeper|207|01/01/2000|None|None|0.0|0.0|41.0|0.01565719354693179|0.6419449354242034
26014|Eduardo César Daude Gaspar|Right Center Midfield|207|01/01/2000|None|None|0.03125|0.03125|63.5625|0.003235651472727571|0.20566609673524625
26011|Miguel Ángel Angulo Valderrey|Center Forward|207|01/01/2000|None|None|0.3333333333333333|0.3333333333333333|44.666666666666664|0.015283876835060356|0.6826798319660292
26161|Clemente Juan Rodríguez|Left Back|214|01/01/2000|None|None|0.0|0.0|87.0|0.005084445407175171|0.4423467504242399
25949|Santiago Ezquerro Marín|Left Wing|217|01/01/2000|None|None|0.0|0.0|29.4|0.006564460430465497|0.19299513665568563
26158|Jonatan Soriano Casas|Right Center Forward|214|01/01/2000|None|None|0.0|0.0|9.0|0.013302177402827733|0.11971959662544959
25995|Juan Fernando Arango Sáenz|Right Midfield|1043|01/01/2000|None|None|0.0|0.0|74.0|0.0018211134988823788|0.13476239891729605
26201|Fernando Varela Ramos|Left Midfield|1043|01/01/2000|None|None|0.0|0.0|73.25|0.0025418512239194046|0.1861906021520964
19771|Angelos Basinas|Left Center Midfield|1043|01/01/2000|None|None|0.5|0.5|96.0|0.006573906292205326|0.6310950040517113
20132|Daniel González Güiza|Left Center Forward|1043|01/01/2000|None|None|0.5|0.5|44.0|0.054344929786270764|2.3911769105959135
26200|Héctor Berenguel del Piño|Right Back|1043|01/01/2000|None|None|0.0|0.0|78.0|0.0027715368953429753|0.21617987783675208
7069|Miguel Ángel Moyà Rumbo|Goalkeeper|1043|01/01/2000|None|None|0.0|0.0|50.875|0.015422322070565998|0.7846106353400452
26121|Ariel Miguel Santiago Ibagaza|Right Center Midfield|1043|01/01/2000|None|None|0.0|0.0|73.16666666666667|0.0028102413401020197|0.2056159913841311
11540|Óscar Guido Trejo|Right Center Forward|1043|01/01/2000|None|None|0.1111111111111111|0.1111111111111111|82.27777777777777|0.004563719616223451|0.3754927084237184
19760|Nuno Ricardo de Oliveira Ribeiro|Right Center Midfield|212|01/01/2000|None|None|0.0|0.0|65.25|0.0013400001358968264|0.08743500886726792
19767|Giorgios Seitaridis|Right Back|212|01/01/2000|None|None|0.0|0.0|79.0|0.0020389354906171593|0.16107590375875558
26392|Fabiano Eler dos Santos|Left Center Back|212|01/01/2000|None|None|0.0|0.0|47.5|0.003771974494700941|0.17916878849829468
20540|Rubén de la Red Gutiérrez|Center Defensive Midfield|216|01/01/2000|None|None|0.0|0.0|52.5|0.0020833990112158088|0.10937844808882996
26497|Lucas Matías Licht|Left Back|216|01/01/2000|None|None|0.0|0.0|88.0|0.0028476436844422233|0.25059264423091565
26081|Pedro Mario Álvarez Abrante|Left Center Back|216|01/01/2000|None|None|0.0|0.0|52.8|0.004791904083527775|0.2530125356102665
26498|Francisco David Sousa Franquelo|Left Center Midfield|216|01/01/2000|None|None|0.0|0.0|60.0|0.0023993744730657343|0.14396246838394405
26427|Roberto Carlos Abbondanzieri|Goalkeeper|216|01/01/2000|None|None|0.0|0.0|48.5|0.011662140977353607|0.5656138374016499
6770|Esteban Félix Granero Molina|Right Center Midfield|216|01/01/2000|None|None|0.0|0.0|59.88|0.0027684697456830817|0.1657759683715029
3150|Jaroslav Plašil|Center Attacking Midfield|422|01/01/2000|None|None|0.07142857142857142|0.10714285714285714|90.67857142857143|0.0032120655692208563|0.2912655171518484
6836|Francisco Javier García Fernández|Left Defensive Midfield|422|01/01/2000|None|None|0.0|0.0|34.8|0.0022928198923867103|0.07979013225505752
3957|César Azpilicueta Tanco|Right Back|422|01/01/2000|None|None|0.0851063829787234|0.06382978723404255|109.12765957446808|0.0030230118932879284|0.3298942127802933
26517|Martín Mauricio Astudillo|Right Center Back|422|01/01/2000|None|None|0.0|0.0|38.0|0.0021856632021225314|0.0830552016806562
26000|Héctor Font Romero|Left Wing|422|01/01/2000|None|None|0.0|0.0|20.333333333333332|0.002368575628993609|0.04816103778953671
19312|Robert Pirès|Center Attacking Midfield|222|01/01/2000|None|None|0.15|0.375|102.975|0.006117637644215792|0.6299637364131212
26198|Guillermo Luis Franco Farquarson|Center Forward|222|01/01/2000|None|None|0.5|0.0|51.0|0.008817403032547294|0.449687554659912
26196|Fabricio Fabio Fuentes|Right Center Back|222|01/01/2000|None|None|0.0|0.0|33.5|0.010347475193960913|0.3466404189976906
25936|Mario Sebastián Viera Galain|Goalkeeper|222|01/01/2000|None|None|0.0|0.0|39.0|0.015785324543397268|0.6156276571924933
26194|Pascal Cygan|Left Center Back|222|01/01/2000|None|None|0.0|0.0|55.1|0.0037055676146355754|0.2041767755664202
26192|Matías Ariel Fernández Fernández|Center Attacking Midfield|222|01/01/2000|None|None|0.16666666666666666|0.08333333333333333|63.291666666666664|0.0031301706801887593|0.1981137193002802
15656|Roberto Luis Gaspar de Deus Severo|Left Center Back|1220|01/01/2000|None|None|0.0|0.0|55.0|0.005508229512013161|0.30295262316072386
26174|Enrique Álvarez San Juan|Right Center Back|1220|01/01/2000|None|None|0.0|0.0|38.0|0.00741376910993774|0.2817232261776341
26173|Eduardo Moya Castillo|Right Center Back|1220|01/01/2000|None|None|0.0|0.0|33.0|0.0027078318161331844|0.08935844993239508
20136|Silvestre Manuel Gonçalves Varela|Left Midfield|1220|01/01/2000|None|None|0.0|0.0|20.0|0.002950914394921735|0.0590182878984347
12772|Víctor Vázquez Solsona|Left Wing|217|01/01/2000|None|None|0.0|0.0|13.0|0.0015164150890099766|0.019713396157129696
26080|Rafael Barber Rodríguez|Right Defensive Midfield|1220|01/01/2000|None|None|0.0|0.0|45.0|0.0020076405284476114|0.09034382378014251
15584|Iván Helguera Bujía|Right Center Back|207|01/01/2000|None|None|0.0|0.0|42.5|0.004987927491158473|0.2119869183742351
19579|José Santiago Cañizares Ruíz|Goalkeeper|207|01/01/2000|None|None|0.0|0.0|44.0|0.018559399264804276|0.8166135676513882
7476|Emiliano Moretti|Left Back|207|01/01/2000|None|None|0.0|0.02564102564102564|103.25641025641026|0.0016863311106454716|0.1741244969889568
20130|Fernando Morientes Sánchez|Center Forward|207|01/01/2000|None|None|0.0|0.0|43.333333333333336|0.015701699394729787|0.6804069737716242
24144|Ángel Montoro Sánchez|Center Defensive Midfield|207|01/01/2000|None|None|0.0|0.0|70.92307692307692|0.004230421533674294|0.300034511849823
26438|David Cobeño Iglesias|Goalkeeper|403|01/01/2000|None|None|0.0|0.0|58.666666666666664|0.015954197015039785|0.9359795582156675
25430|Felipe Melo de Carvalho|Left Center Midfield|403|01/01/2000|None|None|0.034482758620689655|0.034482758620689655|82.51724137931035|0.0023861006102564243|0.1968944400118491
26433|José Ortiz Bernal|Right Wing|403|01/01/2000|None|None|0.0|0.0|14.0|0.00014467712510006777|0.0020254797514009486
26431|Aitor López Rekarte|Left Back|403|01/01/2000|None|None|0.0|0.0|26.0|0.0022750194259067965|0.059150505073576706
15607|Raúl González Blanco|Center Forward|220|01/01/2000|None|None|0.0|0.25|42.25|0.007475188034513455|0.3158266944581935
25924|José Maria Gutiérrez Hernández|Center Attacking Midfield|220|01/01/2000|None|None|0.5|0.0|76.5|0.002384412960940056|0.1824075915119143
4409|Wesley Sneijder|Right Wing|220|01/01/2000|None|None|0.0|0.0|84.66666666666667|0.0036097446137220188|0.30562504396179757
26021|Mahamadou Diarra|Right Center Midfield|220|01/01/2000|None|None|0.0|0.0|102.33333333333333|0.002483264274946409|0.2541207108028492
26176|Iván Gabriel Heinze|Left Center Back|220|01/01/2000|None|None|0.0|0.0|64.5|0.001918945274106145|0.12377197017984634
8218|Arjen Robben|Left Wing|220|01/01/2000|None|None|0.25|0.3|94.5|0.005806462878653949|0.5487107420327982
26036|Fernando Rubén Gago|Left Center Midfield|220|01/01/2000|None|None|0.0|0.0|97.5|0.001757924825453312|0.17139767048169793
5497|Gonzalo Gerardo Higuaín|Left Wing|220|01/01/2000|None|None|0.4583333333333333|0.7916666666666666|58.416666666666664|0.018804940211063197|1.0985219239962751
25930|Róbson de Souza|Center Attacking Midfield|220|01/01/2000|None|None|0.25|0.0|65.5|0.0025342346356278397|0.1659923686336235
19729|Ruud van Nistelrooy|Center Forward|220|01/01/2000|None|None|0.0|0.5714285714285714|42.0|0.03098661563982382|1.3014378568726006
26213|Bruno Cirillo|Left Center Back|221|01/01/2000|None|None|0.0|0.0|43.0|0.006567226578309951|0.2823907428673279
26210|Christian Riganò|Right Center Forward|221|01/01/2000|None|None|0.0|0.0|34.0|-0.0015779838177254473|-0.05365144980266521
25915|Sávio Bortolini Pimentel|Left Midfield|221|01/01/2000|None|None|0.0|0.0|52.25|0.004045854394217248|0.21139589209785123
26208|Marco Storari|Goalkeeper|221|01/01/2000|None|None|0.0|0.0|45.0|0.018119770450231998|0.8153896702604398
26399|Emilio José Viqueira Moure|Left Defensive Midfield|221|01/01/2000|None|None|0.0|1.0|63.0|0.01697028191834167|1.0691277608555252
26515|Íñigo Vélez De Mendizábal Fernández De García|Right Center Forward|1230|01/01/2000|None|None|0.0|0.0|41.0|-0.0011030076402004725|-0.04522331324821938
26512|Álvaro Mejía Pérez|Right Center Midfield|1230|01/01/2000|None|None|0.0|0.0|85.0|0.0019636252295243887|0.16690814450957306
26514|Alejandro Marañón Pérez|Left Center Back|1230|01/01/2000|None|None|0.0|0.0|39.0|0.005402291753692911|0.21068937839402352
26513|Juan Cruz Ochoa López|Left Center Midfield|1230|01/01/2000|None|None|0.0|1.0|59.0|0.017955251207827136|1.059359821261801
26511|Enrique de Lucas Martínez|Right Midfield|1230|01/01/2000|None|None|0.3333333333333333|0.0|37.0|0.006037109835346962|0.22337306390783762
26510|David Gutiérrez de Coz|Right Back|1230|01/01/2000|None|None|0.0|0.0|56.0|0.0038296561731856506|0.21446074569839643
26509|Stéphane Jean François Pignol|Right Center Back|1230|01/01/2000|None|None|0.0|0.0|67.0|0.005336264317075033|0.3575297092440272
11537|Alberto García Cabrera|Goalkeeper|1230|01/01/2000|None|None|0.0|0.0|53.714285714285715|0.014778104026273877|0.7937953019827111
26508|Daniel Aquino Pintos|Left Midfield|1230|01/01/2000|None|None|0.0|0.0|60.0|0.006289790345190951|0.3773874207114571
26504|Rosinei Adolfo|Right Center Forward|1230|01/01/2000|None|None|0.0|0.0|45.0|0.0010034195534050576|0.04515387990322759
26505|Ricardo Pérez de Zabalza Goytre|Left Center Midfield|1230|01/01/2000|None|None|0.0|0.0|58.0|0.002142069346777369|0.1242400221130874
26507|Rafael Romero Serrano|Right Center Back|217|01/01/2000|None|None|0.0|0.0|26.0|0.004961082676893042|0.1289881495992191
26506|José Manuel Rueda Sampedro|Left Center Midfield|217|01/01/2000|None|None|0.0|0.0|38.0|0.0007187415877471737|0.0273121803343926
26503|Abel Gómez Moreno|Right Midfield|1230|01/01/2000|None|None|0.0|0.0|36.666666666666664|0.010170253581833169|0.3729092980005495
163344|Roy Krishna|Center Forward|7282|01/01/2000|None|None|0.1875|0.4375|49.4375|0.012044566983161503|0.5954532802300468
163342|Hugo Adnan Boumous|Center Attacking Midfield|7282|01/01/2000|None|None|0.35294117647058826|0.29411764705882354|91.17647058823529|0.007673257688449124|0.6996205539468319
162753|Suhair Vadakkepeedika|Left Midfield|7285|01/01/2000|None|None|0.10526315789473684|0.15789473684210525|64.52631578947368|0.008355051888823017|0.5391207166156327
163337|Ashutosh Mehta|Right Back|7282|01/01/2000|None|None|0.0|0.0|50.529411764705884|0.002572454450074171|0.12998461015374782
124772|Pritam Kotal|Right Center Back|7282|01/01/2000|None|None|0.09090909090909091|0.045454545454545456|85.13636363636364|0.0028562484209444503|0.24317060420131617
170691|José Luis Espinosa Arroyo|Left Center Back|7282|01/01/2000|None|None|0.0|0.0|106.47058823529412|0.003663933534028942|0.3901011586230815
9989|Carl Gerard McHugh|Right Defensive Midfield|7282|01/01/2000|None|None|0.0|0.0|90.27777777777777|0.0031917589959627904|0.28814490935775194
124741|Manvir Singh|Right Wing|7282|01/01/2000|None|None|0.22727272727272727|0.2727272727272727|60.27272727272727|0.005428772074433143|0.3272068986681067
162749|Gurjinder Kumar|Left Back|7285|01/01/2000|None|None|0.0|0.0|74.625|0.00314425197363681|0.23463980353264693
162762|Mathias Coureur|Right Center Forward|7285|01/01/2000|None|None|0.2|0.1|62.8|0.012903279427750165|0.8103259480627104
124907|Liston Colaco|Left Wing|7282|01/01/2000|None|None|0.4090909090909091|0.3181818181818182|72.04545454545455|0.007957069188992407|0.5732706665705893
15805|Hernán Daniel Santana Trujillo|Right Center Back|7285|01/01/2000|None|None|0.05405405405405406|0.02702702702702703|77.51351351351352|0.0029787426827701156|0.23089281119418084
34164|Patrick Flottmann|Left Center Back|7285|01/01/2000|None|None|0.06666666666666667|0.06666666666666667|59.46666666666667|0.005503524644500968|0.3272762655263242
163340|Deepak Tangri|Left Defensive Midfield|7282|01/01/2000|None|None|0.0|0.0|51.44444444444444|0.0017531812738845827|0.09019143664539575
32394|Khassa Camara|Left Defensive Midfield|7285|01/01/2000|None|None|0.0|0.14285714285714285|62.214285714285715|0.005536175329369392|0.3444291937057672
168197|Imran Khan|Right Defensive Midfield|7285|01/01/2000|None|None|0.11764705882352941|0.0|56.76470588235294|0.002795372291603076|0.15867848596452755
124756|Subhasish Bose|Left Back|7282|01/01/2000|None|None|0.0|0.045454545454545456|83.9090909090909|0.003375807727942309|0.28326095753552283
124773|Amrinder Singh|Goalkeeper|7282|01/01/2000|None|None|0.0|0.0|50.81818181818182|0.013944280201984568|0.7086229666281249
164341|Lalkhawpuimawia Lalkhawpuimawia|Left Center Forward|7285|01/01/2000|None|None|0.0|0.0|22.916666666666668|0.007729411646747877|0.17713235023797216
162748|Provat Lakra|Right Back|7285|01/01/2000|None|None|0.0|0.0|65.25|0.004049198621544317|0.2642102100557667
162754|Mirshad Koottappunna|Goalkeeper|7285|01/01/2000|None|None|0.0|0.0|47.18181818181818|0.017471269249185642|0.8243262491206681
162751|Rochharzela Rochharzela|Right Midfield|7285|01/01/2000|None|None|0.09090909090909091|0.09090909090909091|23.636363636363637|0.005632073869750594|0.13312174601228677
162759|Ngasepam Tondonba Singh|Left Back|7285|01/01/2000|None|None|0.0|0.0|33.0|0.0044689408483647285|0.14747504799603603
162761|Laldanmawia Ralte|Right Midfield|7285|01/01/2000|None|None|0.0|0.3076923076923077|22.0|0.01493739022285326|0.32862258490277174
168198|Joe Zoherliana|Right Back|7285|01/01/2000|None|None|0.1111111111111111|0.0|56.666666666666664|0.0044347682811649285|0.2513035359326793
24303|Joni Ensio Kauko|Right Defensive Midfield|7282|01/01/2000|None|None|0.08695652173913043|0.13043478260869565|67.08695652173913|0.003822177391616422|0.2564182484897452
162750|Mashoor Shereef Thangalakath|Left Center Forward|7285|01/01/2000|None|None|0.06666666666666667|0.06666666666666667|51.13333333333333|0.007266096687746114|0.3715397439667513
162752|Pragyan Sundar Gogoi|Left Defensive Midfield|7285|01/01/2000|None|None|0.0|0.0|48.30769230769231|0.00197739521164566|0.09552339945488265
167614|Michael Soosairaj|Left Wing|7282|01/01/2000|None|None|0.0|0.0|9.0|0.00047092802657833753|0.004238352239205038
163343|Lenny Rodrigues|Left Defensive Midfield|7282|01/01/2000|None|None|0.0|0.0|49.94736842105263|0.0017155560529108203|0.0856875102217036
163345|David Joel Williams|Center Attacking Midfield|7282|01/01/2000|None|None|0.23529411764705882|0.23529411764705882|35.411764705882355|0.008769636658294366|0.31054830989960047
13322|Greg Stewart|Center Attacking Midfield|2021|01/01/2000|None|None|0.5714285714285714|0.42857142857142855|90.95238095238095|0.01399136934324237|1.2725483545520442
9981|Peter Hartley|Left Center Back|2021|01/01/2000|None|None|0.05|0.15|45.15|0.008395730776361214|0.37906724455270885
166425|Naorem Mahesh Singh|Left Midfield|7286|01/01/2000|None|None|0.1111111111111111|0.1111111111111111|51.22222222222222|0.004373568007105385|0.22402387236395363
161100|Laldinliana Renthlei|Right Back|2021|01/01/2000|None|None|0.09523809523809523|0.0|70.61904761904762|0.004986969855333123|0.35217506168852486
127057|Seminlen Doungel|Right Wing|2021|01/01/2000|None|None|0.05263157894736842|0.10526315789473684|42.21052631578947|0.0037555435109713053|0.15852346819994667
161108|Hira Mondal|Left Back|7286|01/01/2000|None|None|0.0|0.0|68.375|0.0053770171450647445|0.3676535472938019
161114|Thongkhosiem Haokip|Center Forward|7286|01/01/2000|None|None|0.0|0.16666666666666666|27.0|0.026843274025885017|0.7247683986988954
161102|Eli Sabia Filho|Right Center Back|2021|01/01/2000|None|None|0.0|0.05555555555555555|52.22222222222222|0.006452861540864953|0.3369827693562809
161096|Pawan Kumar|Goalkeeper|2021|01/01/2000|None|None|0.0|0.0|42.5|0.010176065061798216|0.43248276512642414
161109|Sourav Das|Center Defensive Midfield|7286|01/01/2000|None|None|0.0|0.0|57.111111111111114|0.0025127510513382563|0.14350600448754042
161103|Mohammad Mobashir Rahman|Left Defensive Midfield|2021|01/01/2000|None|None|0.25|0.0|33.916666666666664|0.003306539135212023|0.11214678566927444
161095|Wahengbam Angousana Luwang|Right Center Midfield|7286|01/01/2000|None|None|0.125|0.0|39.5|0.002338839105321354|0.0923841446601935
161098|Boris Singh Thangjam|Left Wing|2021|01/01/2000|None|None|0.05555555555555555|0.1111111111111111|37.94444444444444|0.005165449867797589|0.1960001255392085
161106|Amarjit Singh Kiyam Singh|Right Back|7286|01/01/2000|None|None|0.0|0.0|44.6875|0.003258927129298914|0.14563330609054523
161110|Lalrinliana Hnamte|Right Midfield|7286|01/01/2000|None|None|0.0|0.058823529411764705|33.411764705882355|0.003452466147364286|0.11535298657075968
161099|Ricky Lallawmawma|Left Back|2021|01/01/2000|None|None|0.0|0.0|74.9090909090909|0.004248808863015529|0.3182744093749814
161104|Jitendra Singh|Right Defensive Midfield|2021|01/01/2000|None|None|0.0|0.0|47.578947368421055|0.002460889855237714|0.11708654890183649
180057|Ankit Mukherjee|Right Center Back|7286|01/01/2000|None|None|0.0|0.0|32.0|0.007323522299935031|0.23435271359792098
33500|Jordan Murray|Center Forward|2021|01/01/2000|None|None|0.11764705882352941|0.23529411764705882|26.41176470588235|0.00971315449461861|0.2565415510637503
124760|Adil Khan|Left Center Back|7286|01/01/2000|None|None|0.0|0.0|41.42857142857143|0.006383502188106199|0.2644593763643997
161094|Mohammed Rafique|Left Center Midfield|7286|01/01/2000|None|None|0.0625|0.0|54.125|0.005885181549304647|0.318535451356114
161107|Arindam Bhattacharja|Goalkeeper|7286|01/01/2000|None|None|0.0|0.0|38.72727272727273|0.019264385078695878|0.7460570948658586
80416|Darren Sidoel|Left Center Back|7286|01/01/2000|None|None|0.0|0.18181818181818182|46.0|0.00889557034403989|0.409196235825835
124914|Ishan Pandita|Left Wing|2021|01/01/2000|None|None|0.11764705882352941|0.17647058823529413|9.117647058823529|0.019120580480517253|0.1743347043811867
124783|Balwant Singh|Left Midfield|7286|01/01/2000|None|None|0.0|0.0|16.0|-3.9502205820737605e-05|-0.0006320352931318017
