|id|index|period|timestamp|minute|second|possession|duration|type.id|type.name|possession_team.id|possession_team.name|play_pattern.id|play_pattern.name|team.id|team.name|tactics.formation|tactics.lineup|related_events|location|player.id|player.name|position.id|position.name|pass.recipient.id|pass.recipient.name|pass.length|pass.angle|pass.height.id|pass.height.name|pass.end_location|pass.body_part.id|pass.body_part.name|pass.type.id|pass.type.name|carry.end_location|pass.switch|pass.outcome.id|pass.outcome.name|ball_receipt.outcome.id|ball_receipt.outcome.name|under_pressure|duel.type.id|duel.type.name|pass.aerial_won|pass.through_ball|pass.technique.id|pass.technique.name|foul_committed.penalty|foul_committed.type.id|foul_committed.type.name|shot.statsbomb_xg|shot.end_location|shot.technique.id|shot.technique.name|shot.body_part.id|shot.body_part.name|shot.type.id|shot.type.name|shot.outcome.id|shot.outcome.name|goalkeeper.position.id|goalkeeper.position.name|goalkeeper.type.id|goalkeeper.type.name|goalkeeper.outcome.id|goalkeeper.outcome.name|goalkeeper.technique.id|goalkeeper.technique.name|off_camera|clearance.head|clearance.body_part.id|clearance.body_part.name|foul_committed.advantage|foul_won.advantage|interception.outcome.id|interception.outcome.name|ball_recovery.recovery_failure|duel.outcome.id|duel.outcome.name|pass.inswinging|clearance.aerial_won|counterpress|out|dribble.outcome.id|dribble.outcome.name|50_50.outcome.id|50_50.outcome.name|dribble.overrun|clearance.right_foot|shot.freeze_frame|goalkeeper.end_location|pass.straight|pass.cross|pass.assisted_shot_id|pass.shot_assist|shot.key_pass_id|goalkeeper.punched_out|foul_won.defensive|goalkeeper.body_part.id|goalkeeper.body_part.name|pass.outswinging|shot.first_time|pass.cut_back|clearance.left_foot|shot.aerial_won|substitution.outcome.id|substitution.outcome.name|substitution.replacement.id|substitution.replacement.name|pass.deflected|block.deflection|foul_committed.offensive|dribble.nutmeg|block.offensive|clearance.other|pass.goal_assist
10|0c45c33c-2e7b-482a-9bda-4d38f0348d3a|11|1|00:00:07.704|0|7|2||42|Ball Receipt*|24|Liverpool|9|From Kick Off|38|Tottenham Hotspur|||['3cb70cbe-9267-43eb-8937-b1f8d00cc902']|[51.2, 69.1]|10955.0|Harry Kane|23.0|Center Forward||||||||||||||||9.0|Incomplete||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
11|9babcee7-0db0-4cf5-bbd3-b6ca2c0ff6e2|12|1|00:00:07.704|0|7|2|1.150397|30|Pass|24|Liverpool|9|From Kick Off|24|Liverpool|||['3cb70cbe-9267-43eb-8937-b1f8d00cc902', 'c1eae3aa-6fd0-459d-9172-1b4ab353a022', 'ed845f12-5ed4-40e7-b296-a2e55d7482d7']|[65.6, 14.2]|3247.0|Fábio Henrique Tavares|10.0|Center Defensive Midfield|3535.0|Roberto Firmino Barbosa de Oliveira|17.442764|0.16703369|3.0|High Pass|[82.8, 17.1]|37.0|Head|66.0|Recovery|||9.0|Incomplete||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
12|c1eae3aa-6fd0-459d-9172-1b4ab353a022|13|1|00:00:08.854|0|8|2||42|Ball Receipt*|24|Liverpool|9|From Kick Off|24|Liverpool|||['9babcee7-0db0-4cf5-bbd3-b6ca2c0ff6e2']|[78.8, 12.9]|3535.0|Roberto Firmino Barbosa de Oliveira|23.0|Center Forward||||||||||||||||9.0|Incomplete||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
13|ed845f12-5ed4-40e7-b296-a2e55d7482d7|14|1|00:00:08.854|0|8|2|1.564903|30|Pass|24|Liverpool|9|From Kick Off|38|Tottenham Hotspur|||['70ba5469-65c6-457b-aeee-280a2d2a79c1', '7d2c9d00-6155-4833-b6eb-95ac0301a835', '9babcee7-0db0-4cf5-bbd3-b6ca2c0ff6e2']|[37.3, 63.0]|3091.0|Moussa Sissoko|9.0|Right Defensive Midfield|3082.0|Harry Winks|7.940403|-0.29386935|3.0|High Pass|[44.9, 60.7]|38.0|Left Foot|66.0|Recovery|||9.0|Incomplete||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
14|7d2c9d00-6155-4833-b6eb-95ac0301a835|15|1|00:00:10.419|0|10|2||42|Ball Receipt*|24|Liverpool|9|From Kick Off|38|Tottenham Hotspur|||['ed845f12-5ed4-40e7-b296-a2e55d7482d7']|[42.8, 59.0]|3082.0|Harry Winks|15.0|Left Center Midfield||||||||||||||||9.0|Incomplete||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
15|8887961c-cda3-4c79-b28d-7e3c8ea250dc|16|1|00:00:10.419|0|10|2|0.0|4|Duel|24|Liverpool|9|From Kick Off|38|Tottenham Hotspur|||['70ba5469-65c6-457b-aeee-280a2d2a79c1']|[44.9, 60.7]|3082.0|Harry Winks|15.0|Left Center Midfield||||||||||||||||||True|10.0|Aerial Lost|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
16|70ba5469-65c6-457b-aeee-280a2d2a79c1|17|1|00:00:10.419|0|10|2|0.687803|30|Pass|24|Liverpool|9|From Kick Off|24|Liverpool|||['1691bc21-e242-4baf-8561-955ae0cd787a', '66785f3c-c999-4474-8f7f-5d09b11e64e1', '8887961c-cda3-4c79-b28d-7e3c8ea250dc', 'ed845f12-5ed4-40e7-b296-a2e55d7482d7']|[75.2, 19.4]|3532.0|Jordan Brian Henderson|13.0|Right Center Midfield|3629.0|Sadio Mané|11.236102|0.08018485|3.0|High Pass|[86.4, 20.3]|||66.0|Recovery|||9.0|Incomplete|||True|||True||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
17|1691bc21-e242-4baf-8561-955ae0cd787a|18|1|00:00:11.107|0|11|2||42|Ball Receipt*|24|Liverpool|9|From Kick Off|24|Liverpool|||['70ba5469-65c6-457b-aeee-280a2d2a79c1']|[91.0, 18.6]|3629.0|Sadio Mané|21.0|Left Wing||||||||||||||||9.0|Incomplete||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
18|66785f3c-c999-4474-8f7f-5d09b11e64e1|19|1|00:00:11.107|0|11|2|3.797797|30|Pass|24|Liverpool|9|From Kick Off|38|Tottenham Hotspur|||['3b52ec7a-0b60-480a-8673-475fce779342', '5dd70c63-4030-47d1-8a09-fae25c18ad4d', '70ba5469-65c6-457b-aeee-280a2d2a79c1']|[33.7, 59.8]|20005.0|Toby Alderweireld|3.0|Right Center Back|10955.0|Harry Kane|26.909107|0.026016433|3.0|High Pass|[60.6, 60.5]|37.0|Head|66.0|Recovery|||9.0|Incomplete||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
19|5dd70c63-4030-47d1-8a09-fae25c18ad4d|20|1|00:00:14.904|0|14|2||42|Ball Receipt*|24|Liverpool|9|From Kick Off|38|Tottenham Hotspur|||['66785f3c-c999-4474-8f7f-5d09b11e64e1']|[60.8, 62.6]|10955.0|Harry Kane|23.0|Center Forward||||||||||||||||9.0|Incomplete||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
20|3b52ec7a-0b60-480a-8673-475fce779342|21|1|00:00:14.904|0|14|2|1.067295|30|Pass|24|Liverpool|9|From Kick Off|24|Liverpool|||['66785f3c-c999-4474-8f7f-5d09b11e64e1', 'bdead4f4-7821-4837-9edc-424a8c433a65']|[59.5, 19.6]|3669.0|Virgil van Dijk|5.0|Left Center Back|3567.0|Georginio Wijnaldum|5.9135437|-0.067693025|2.0|Low Pass|[65.4, 19.2]|37.0|Head|66.0|Recovery||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
21|df4587a3-40a4-4b68-9a72-e48761ac6a4a|22|1|00:00:15.700|0|15|2|0.474507|17|Pressure|24|Liverpool|9|From Kick Off|38|Tottenham Hotspur|||['0be6b52c-a97a-40fd-aa49-ec977ed51727', '80805ccb-f84b-4e42-a1fd-5fb5f07c6bfa', 'bdead4f4-7821-4837-9edc-424a8c433a65']|[52.6, 59.6]|3082.0|Harry Winks|15.0|Left Center Midfield|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
22|bdead4f4-7821-4837-9edc-424a8c433a65|23|1|00:00:15.972|0|15|2||42|Ball Receipt*|24|Liverpool|9|From Kick Off|24|Liverpool|||['3b52ec7a-0b60-480a-8673-475fce779342', 'df4587a3-40a4-4b68-9a72-e48761ac6a4a']|[65.4, 19.2]|3567.0|Georginio Wijnaldum|15.0|Left Center Midfield||||||||||||||||||True|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
23|80805ccb-f84b-4e42-a1fd-5fb5f07c6bfa|24|1|00:00:15.972|0|15|2|0.073105|43|Carry|24|Liverpool|9|From Kick Off|24|Liverpool|||['0be6b52c-a97a-40fd-aa49-ec977ed51727', 'bdead4f4-7821-4837-9edc-424a8c433a65', 'df4587a3-40a4-4b68-9a72-e48761ac6a4a']|[65.4, 19.2]|3567.0|Georginio Wijnaldum|15.0|Left Center Midfield||||||||||||[64.7, 18.4]||||||True|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
24|0be6b52c-a97a-40fd-aa49-ec977ed51727|25|1|00:00:16.045|0|16|2|0.733968|30|Pass|24|Liverpool|9|From Kick Off|24|Liverpool|||['bc978401-3bdf-4d44-ac03-a0081664fd4e', 'df4587a3-40a4-4b68-9a72-e48761ac6a4a']|[64.7, 18.4]|3567.0|Georginio Wijnaldum|15.0|Left Center Midfield|3532.0|Jordan Brian Henderson|5.4037023|1.5337762|2.0|Low Pass|[64.9, 23.8]|40.0|Right Foot|||||||||True|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
25|bc978401-3bdf-4d44-ac03-a0081664fd4e|26|1|00:00:16.779|0|16|2||42|Ball Receipt*|24|Liverpool|9|From Kick Off|24|Liverpool|||['0be6b52c-a97a-40fd-aa49-ec977ed51727']|[64.9, 23.8]|3532.0|Jordan Brian Henderson|13.0|Right Center Midfield|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
26|78b43baf-e104-4903-8e83-9988b7dec943|27|1|00:00:16.779|0|16|2|0.277832|43|Carry|24|Liverpool|9|From Kick Off|24|Liverpool|||['58da02c1-4fc2-45ee-a8ae-7b40bdb01238', 'bc978401-3bdf-4d44-ac03-a0081664fd4e']|[64.9, 23.8]|3532.0|Jordan Brian Henderson|13.0|Right Center Midfield||||||||||||[64.3, 24.3]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
27|58da02c1-4fc2-45ee-a8ae-7b40bdb01238|28|1|00:00:17.057|0|17|2|2.502852|30|Pass|24|Liverpool|9|From Kick Off|24|Liverpool|||['0db11b7a-2581-4f5e-a2d4-53b1c10a72b3']|[64.3, 24.3]|3532.0|Jordan Brian Henderson|13.0|Right Center Midfield|3629.0|Sadio Mané|34.900574|0.0057305964|3.0|High Pass|[99.2, 24.5]|40.0|Right Foot|||||||||||||True|108.0|Through Ball|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
28|0db11b7a-2581-4f5e-a2d4-53b1c10a72b3|29|1|00:00:19.559|0|19|2||42|Ball Receipt*|24|Liverpool|9|From Kick Off|24|Liverpool|||['58da02c1-4fc2-45ee-a8ae-7b40bdb01238']|[99.2, 24.5]|3629.0|Sadio Mané|21.0|Left Wing|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
29|39a3f79a-cec3-48f8-9358-39cabf146529|30|1|00:00:19.559|0|19|2|3.037648|43|Carry|24|Liverpool|9|From Kick Off|24|Liverpool|||['0db11b7a-2581-4f5e-a2d4-53b1c10a72b3', '954c4fd1-a071-4016-a44e-00b5441730d0']|[99.2, 24.5]|3629.0|Sadio Mané|21.0|Left Wing||||||||||||[106.1, 23.4]|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
30|954c4fd1-a071-4016-a44e-00b5441730d0|31|1|00:00:22.597|0|22|2|0.315409|30|Pass|24|Liverpool|9|From Kick Off|24|Liverpool|||['108eb77f-7c6a-4a5d-997c-8a8ec1ef9672']|[106.1, 23.4]|3629.0|Sadio Mané|21.0|Left Wing|3532.0|Jordan Brian Henderson|3.5510561|2.1353657|3.0|High Pass|[104.2, 26.4]|40.0|Right Foot|||||77.0|Unknown||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
31|108eb77f-7c6a-4a5d-997c-8a8ec1ef9672|32|1|00:00:22.913|0|22|2||42|Ball Receipt*|24|Liverpool|9|From Kick Off|24|Liverpool|||['954c4fd1-a071-4016-a44e-00b5441730d0']|[91.6, 40.7]|3532.0|Jordan Brian Henderson|13.0|Right Center Midfield||||||||||||||||9.0|Incomplete||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
32|8ff4ccaf-29e0-4476-bd12-3d0bfd45d510|33|1|00:00:22.971|0|22|2|0.0|22|Foul Committed|24|Liverpool|9|From Kick Off|38|Tottenham Hotspur||||[15.7, 54.2]|3091.0|Moussa Sissoko|9.0|Right Defensive Midfield|||||||||||||||||||||||||True|24.0|Handball||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
33|ea96e2b2-af1e-4157-a700-5919a9c075dc|34|1|00:01:48.568|1|48|3|0.390909|16|Shot|24|Liverpool|5|Other|24|Liverpool|||['f217b194-5f63-4e41-8d4f-e6a8f56733a4']|[108.2, 40.1]|3531.0|Mohamed Salah|17.0|Right Wing||||||||||||||||||||||||||||0.7835|[120.0, 42.5, 0.9]|93.0|Normal|38.0|Left Foot|88.0|Penalty|97.0|Goal||||||||||||||||||||||||||||||||||||||||||||||||||||||||
34|f217b194-5f63-4e41-8d4f-e6a8f56733a4|35|1|00:01:48.959|1|48|3|0.0|23|Goal Keeper|24|Liverpool|5|Other|38|Tottenham Hotspur|||['ea96e2b2-af1e-4157-a700-5919a9c075dc']|[1.0, 40.0]|3099.0|Hugo Lloris|1.0|Goalkeeper||||||||||||||||||||||||||||||||||||||44.0|Set|28.0|Penalty Conceded|55.0|No Touch|45.0|Diving||||||||||||||||||||||||||||||||||||||||||||||||
35|b86d0c15-cee3-496d-9544-b49eba5819c0|36|1|00:02:42.854|2|42|4|1.286632|30|Pass|38|Tottenham Hotspur|9|From Kick Off|38|Tottenham Hotspur|||['1420cb69-dc92-41ea-9b3e-0121d6e16cb9']|[60.0, 40.0]|10955.0|Harry Kane|23.0|Center Forward|3094.0|Bamidele Alli|16.60271|3.1235223|1.0|Ground Pass|[43.4, 40.3]|40.0|Right Foot|65.0|Kick Off|||||||||||||||||||||||||||||||||||True|||||||||||||||||||||||||||||||||||||||||||||||
36|1420cb69-dc92-41ea-9b3e-0121d6e16cb9|37|1|00:02:44.140|2|44|4||42|Ball Receipt*|38|Tottenham Hotspur|9|From Kick Off|38|Tottenham Hotspur|||['b86d0c15-cee3-496d-9544-b49eba5819c0']|[43.4, 40.3]|3094.0|Bamidele Alli|19.0|Center Attacking Midfield|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
37|5a153bbb-1e1e-4949-80d8-782d08b21bd6|38|1|00:02:45.133|2|45|4|2.018659|30|Pass|38|Tottenham Hotspur|9|From Kick Off|38|Tottenham Hotspur|||['4ade8d61-2e78-4f07-be68-08416d0be74e']|[42.8, 40.3]|3094.0|Bamidele Alli|19.0|Center Attacking Midfield|||66.044|0.28391525|3.0|High Pass|[106.2, 58.8]|40.0|Right Foot|||||9.0|Incomplete|||||||||||||||||||||||||||||||True|||||||||||||||||||||||||||||||||||||||||||||||
38|4ade8d61-2e78-4f07-be68-08416d0be74e|39|1|00:02:47.152|2|47|4|0.0|9|Clearance|38|Tottenham Hotspur|9|From Kick Off|24|Liverpool|||['5a153bbb-1e1e-4949-80d8-782d08b21bd6']|[13.9, 21.3]|3669.0|Virgil van Dijk|5.0|Left Center Back||||||||||||||||||True|||||||||||||||||||||||||||||True|37.0|Head||||||||||||||||||||||||||||||||||||||||||||
39|679ccb6a-8d3c-43bd-b5c7-e0d5d057f6e7|40|1|00:02:48.510|2|48|4|0.0|2|Ball Recovery|38|Tottenham Hotspur|9|From Kick Off|38|Tottenham Hotspur||||[97.8, 68.2]|3043.0|Christian Dannemann Eriksen|17.0|Right Wing|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
40|64a8132f-4ae5-420c-ac0a-61edee66455d|41|1|00:02:48.510|2|48|4|1.267062|43|Carry|38|Tottenham Hotspur|9|From Kick Off|38|Tottenham Hotspur|||['679ccb6a-8d3c-43bd-b5c7-e0d5d057f6e7', '991c6a9c-d777-4b2e-8aa8-8731db475b46', '997097db-1269-4564-9d90-1ab1f3df50b4']|[97.8, 68.2]|3043.0|Christian Dannemann Eriksen|17.0|Right Wing||||||||||||[99.3, 75.8]||||||True|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
41|991c6a9c-d777-4b2e-8aa8-8731db475b46|42|1|00:02:48.545|2|48|4|1.116555|17|Pressure|38|Tottenham Hotspur|9|From Kick Off|24|Liverpool|||['64a8132f-4ae5-420c-ac0a-61edee66455d']|[20.4, 9.1]|3567.0|Georginio Wijnaldum|15.0|Left Center Midfield|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
42|997097db-1269-4564-9d90-1ab1f3df50b4|43|1|00:02:49.777|2|49|4|0.66697|30|Pass|38|Tottenham Hotspur|9|From Kick Off|38|Tottenham Hotspur|||['13903a9e-c717-4aa2-b8ab-b13b36f6c3bc', '883a45ed-3525-445d-b167-304e3db4467d']|[99.3, 75.8]|3043.0|Christian Dannemann Eriksen|17.0|Right Wing|10955.0|Harry Kane|7.1589108|-0.49488744|1.0|Ground Pass|[105.6, 72.4]|40.0|Right Foot|||||9.0|Incomplete||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
43|13903a9e-c717-4aa2-b8ab-b13b36f6c3bc|44|1|00:02:50.444|2|50|4||42|Ball Receipt*|38|Tottenham Hotspur|9|From Kick Off|38|Tottenham Hotspur|||['997097db-1269-4564-9d90-1ab1f3df50b4']|[106.4, 69.3]|10955.0|Harry Kane|23.0|Center Forward||||||||||||||||9.0|Incomplete||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
