StartTime|EndTime|StartLoc|EndLoc|Player|Team|ActionType|BodyPart|Result|startLocAngAway|startLocAngHome|startLocDistHome|startLocDistAway|endLocAngHome|endLocAngAway|endLocDistHome|endLocDistAway|distCoveredX|distCoveredY
00:12:54.473|00:12:55.445|[75.1, 72.2]|[101.6, 73.0]|17042.0|776.0|pass|foot_left|success|0.6641167444188882|1.1002486149898456|84.25704718301016|48.51030818290068|1.204282210521818|0.08695962656792534|108.8281213657573|39.14792459377636|26.5|0.7999999999999972
00:12:56.596|00:12:56.676|[101.6, 73.0]|[103.8, 77.2]|4447.0|776.0|dribble|foot|success|0.08695962656792534|1.204282210521818|108.8281213657573|39.14792459377636|1.1764157161032744|0.027770636593421102|112.43077870405416|43.21666345288586|2.200000000000003|4.200000000000003
||||||||||||||||||
||||||||||||||||||
00:13:02.801|00:13:04.995|[103.2, 80.0]|[78.7, 73.6]|17042.0|776.0|throw_in|foot|success|0.03911048105562251|1.1514936367422173|112.98778695062578|46.035203920478075|1.104610652177999|0.5862523136196303|88.10136207800649|47.537879632983206|24.5|6.400000000000006
00:13:04.995|00:13:07.964|[78.7, 73.6]|[78.7, 73.6]|3570.0|776.0|dribble|foot|success|0.5862523136196303|1.104610652177999|88.10136207800649|47.537879632983206|1.104610652177999|0.5862523136196303|88.10136207800649|47.537879632983206|0.0|0.0
00:13:07.964|00:13:11.323|[78.7, 73.6]|[98.4, 8.8]|3570.0|776.0|pass|foot_right|success|0.5862523136196303|1.104610652177999|88.10136207800649|47.537879632983206|1.3200870673734877|0.25615138256560327|101.57558761828554|26.04995201531089|19.700000000000003|64.8
00:13:11.323|00:13:11.639|[98.4, 8.8]|[96.1, 9.3]|16554.0|776.0|dribble|foot|success|0.25615138256560327|1.3200870673734877|101.57558761828554|26.04995201531089|1.319217906154547|0.34584227782156374|99.22348512323077|26.254523419784256|2.3000000000000114|0.5
00:13:13.462|00:13:16.786|[96.1, 9.3]|[43.7, 31.6]|16554.0|776.0|pass|foot_right|success|0.34584227782156374|1.319217906154547|99.22348512323077|26.254523419784256|1.5159315350258185|1.5316646001831393|43.76585427019562|61.34696406506193|52.39999999999999|22.3
00:13:16.786|00:13:22.313|[43.7, 31.6]|[43.7, 31.6]|3959.0|776.0|dribble|foot|success|1.5316646001831393|1.5159315350258185|43.76585427019562|61.34696406506193|1.5159315350258185|1.5316646001831393|43.76585427019562|61.34696406506193|0.0|0.0
