StartTime|EndTime|StartLoc|EndLoc|Player|Team|ActionType|BodyPart|Result|startLocAngAway|startLocAngHome|startLocDistHome|startLocDistAway|endLocAngHome|endLocAngAway|endLocDistHome|endLocDistAway|distCoveredX|distCoveredY
00:03:22.323|00:03:24.399|[49.0, 17.0]|[56.0, 15.0]|4926.0|220.0|dribble|foot|success|1.2760662215855192|1.2368512549500026|51.86520991955976|58.52349955359813|1.2436982297891037|1.200890259338339|59.135437767890075|52.55473337388365|7.0|2.0
00:03:24.399|00:03:25.409|[56.0, 15.0]|[65.0, 1.0]|4926.0|220.0|pass|foot_right|success|1.200890259338339|1.2436982297891037|59.135437767890075|52.55473337388365|1.1010138254362145|0.8809962820612887|72.89718787443039|51.85556864985669|9.0|14.0
00:03:25.409|00:03:29.100|[65.0, 1.0]|[85.0, 7.0]|5552.0|220.0|dribble|foot|success|0.8809962820612887|1.1010138254362145|72.89718787443039|51.85556864985669|1.2632292183895633|0.6375487981386927|89.1852005660132|33.60059523282288|20.0|6.0
00:03:29.100|00:03:30.330|[85.0, 7.0]|[107.0, 5.0]|5552.0|220.0|pass|foot_left|success|0.6375487981386927|1.2632292183895633|89.1852005660132|33.60059523282288|1.3061265548045191|0.0688564893010446|110.86027241532469|29.068883707497267|22.0|2.0
00:03:30.330|00:03:31.617|[107.0, 5.0]|[115.0, 3.0]|4926.0|220.0|dribble|foot|success|0.0688564893010446|1.3061265548045191|110.86027241532469|29.068883707497267|1.307489777225736|0.3120421215625333|119.10499569707393|32.57299494980466|8.0|2.0
00:03:32.836|00:03:33.116|[115.0, 3.0]|[115.0, 6.0]|4926.0|220.0|pass|foot_left|fail|0.3120421215625333|1.307489777225736|119.10499569707393|32.57299494980466|1.331965127210239|0.3430239404207034|118.35962149314267|29.732137494637012|0.0|3.0
00:03:50.863|00:03:52.601|[120.0, 1.0]|[114.0, 38.0]|4926.0|220.0|corner_crossed|foot_right|success|0.4266274931268761|1.3024301158889897|124.45481107614924|36.24913792078372|1.5357229962616712|1.1525719972156676|114.0701538527936|9.848857801796104|6.0|37.0
00:03:52.601|00:03:52.701|[113.0, 35.0]|[117.0, 40.3, 1.7]|5207.0|220.0|shot|head|fail|1.446441332248135|1.5619470002786389|113.00442469213318|8.06225774829855|1.517002123265047|1.0873493252276978|117.16949261646566|13.55322839769182|4.0|5.299999999999997
||||||||||||||||||
00:04:09.325|00:04:10.840|[14.0, 40.0]|[20.0, 21.0]|6378.0|212.0|pass|other|success|1.5049575574922027|1.1659045405098132|15.231546211727817|91.19758768739445|0.9944211062037129|1.4190311714671935|23.853720883753127|85.98837130682264|6.0|19.0
